does_fac_have_agr_unit,facility_name,GHGRP ID,industry_segment,missing_data_procedures_used,reporting_year,acid_gas_removal_co2_emissions,Facility Id,FRS Id,Facility Name,City_x,State_x,Zip Code,Address_x,County_x,Latitude_x,Longitude_x,Primary NAICS Code,FRS_ID,FacilityName,Address_y,City_y,State_y,Zip,Latitude_y,Longitude_y,County_y,NAICS,SIC,FacilityID,Source,FRS_ID_Issues
Yes,Monument Gas Plant,1004893,Onshore natural gas processing [98.230(a)(3)],No,2017,37409.4,1004893,110007018262.0,Targa Midstream Services LLC - Monument Gas Processing Plant,Monument,NM,84265,8201 W Hwy 322,LEA COUNTY,32.610278,-103.311944,211112,110007973933.0,Monument Gas Plant,8201 W Hwy 322,Monument,NM,84265.0,32.625,-103.294444,LEA COUNTY,211112,nan,1004893,GHGRP,True
Yes,Delaware Basin Gas Plant,1012519,Onshore natural gas processing [98.230(a)(3)],No,2017,1389.8,1012519,110070082340.0,Delaware Basin Gas Plant,Coyanosa,TX,79730,1220 Conty Road 101,nan,31.2407567,-103.065333,211112,110071162139.0,Delaware Basin Gas Plant,1220 Conty Road 101,Coyanosa,TX,79730.0,31.2407567,-103.065333,None,211112,nan,1012519,GHGRP,True
Yes,Velma Gas Plant,1007903,Onshore natural gas processing [98.230(a)(3)],No,2017,32449.8,1007903,110007386042.0,TARGA VELMA GAS PROCESSING PLANT,VELMA,OK,73491,nan,STEPHENS COUNTY,34.4615,-97.6905,211112,110071160975.0,Velma Gas Plant,None,VELMA,OK,73491.0,34.4615,-97.6905,STEPHENS COUNTY,211112,nan,1007903,GHGRP,True
Yes,GORDON GAS PROCESSING PLANT,1006709,Onshore natural gas processing [98.230(a)(3)],No,2017,2718.0,1006709,110070209460.0,GORDON GAS PROCESSING PLANT,GORDON,TX,76453,1160 Hwy. 193 East,PALO PINTO COUNTY,32.538896,-98.338628,211111,110035783042.0,GORDON GAS PROCESSING PLANT,1160 Hwy. 193 East,GORDON,TX,76453.0,32.538896,-98.338628,PALO PINTO COUNTY,211111,nan,1006709,GHGRP,True
Yes,"Scissortail Energy Featherston Station Quinton, OK",1006483,Onshore natural gas processing [98.230(a)(3)],No,2017,19454.5,1006483,110055511076.0,"Scissortail Energy Featherston Station Quinton, OK",Quinton,OK,74561,17890 E State Hwy 31,PITTSBURG COUNTY,35.07282,-95.50799,486210,110071159931.0,"Scissortail Energy Featherston Station Quinton, OK",17890 E State Hwy 31,Quinton,OK,74561.0,35.07282,-95.50799,PITTSBURG COUNTY,486210,nan,1006483,GHGRP,True
Yes,Patrick Draw Gas Plant,1001866,Onshore natural gas processing [98.230(a)(3)],No,2017,34409.6,1001866,110041417801.0,Patrick Draw Gas Plant,Green River,WY,82935,nan,SWEETWATER COUNTY,41.5786,-108.5201,211111,110071161803.0,Patrick Draw Gas Plant,None,Green River,WY,82935.0,41.5786,-108.5201,SWEETWATER COUNTY,211111,nan,1001866,GHGRP,True
Yes,Deadwood Cryo Plant,1010634,Onshore natural gas processing [98.230(a)(3)],No,2017,4196.6,1010634,110054882178.0,Deadwood Cryo Plant,Garden City,TX,79739,"31.952174, -101.484553",GLASSCOCK COUNTY,31.80809,-101.55907,211112,110063959097.0,Deadwood Cryo Plant,"31.952174, -101.484553",Garden City,TX,79739.0,31.80809,-101.55907,GLASSCOCK COUNTY,211112,nan,1010634,GHGRP,True
Yes,Keatchie Gas Plant,1004837,Onshore natural gas processing [98.230(a)(3)],No,2017,13132.9,1004837,110054124620.0,Keatchie Gas Plant,Keatchie,LA,71046,317 Marshall Road,DE SOTO PARISH,32.136622,-93.92665,211112,110062554409.0,Keatchie Gas Plant,317 Marshall Road,Keatchie,LA,71046.0,32.144387,-93.994456,DE SOTO PARISH,211112,nan,1004837,GHGRP,True
Yes,Tapstone 360 Anadarko,1012024,Onshore petroleum and natural gas production [98.230(a)(2)],No,2017,1.2,1012024,nan,Tapstone 360 Anadarko,Oklahoma City,OK,73104,100 E. Main St.,nan,35.467315,-97.510185,211111,110071160032.0,Tapstone 360 Anadarko,100 E. Main St.,Oklahoma City,OK,73104.0,35.467315,-97.510185,None,211111,nan,1012024,GHGRP,True
Yes,"Scissortail Energy Cable Compressor Station McAlester, OK",1012284,Onshore natural gas processing [98.230(a)(3)],No,2017,34933.8,1012284,110070082222.0,"Scissortail Energy Cable Compressor Station McAlester, OK",McAlester,OK,74501,nan,PITTSBURG COUNTY,35.073992,-95.474415,211112,110071162441.0,"Scissortail Energy Cable Compressor Station McAlester, OK",None,McAlester,OK,74501.0,35.073992,-95.474415,PITTSBURG COUNTY,211112,nan,1012284,GHGRP,True
Yes,Mt. Olive Gas Plant,1012151,Onshore natural gas processing [98.230(a)(3)],No,2017,43954.2,1012151,110070082174.0,Mt. Olive Gas Plant,Ruston,LA,71268,792-842 Woods Rd.,LINCOLN PARISH,32.57421,-92.68162,486210,110071161820.0,Mt. Olive Gas Plant,792-842 Woods Rd.,Ruston,LA,71268.0,32.57421,-92.68162,LINCOLN PARISH,486210,nan,1012151,GHGRP,True
Yes,PITTSBURG GAS PLANT,1007489,Onshore natural gas processing [98.230(a)(3)],No,2017,18412.6,1007489,nan,PITTSBURG GAS PLANT,PITTSBURG,TX,75686,1088 CR 1140,nan,32.9410353,-94.8898468,211111,110062249954.0,PITTSBURG GAS PLANT,1088 CR 1140,PITTSBURG,TX,75686.0,32.9410353,-94.8898468,CAMP COUNTY,211111,nan,1007489,GHGRP,True
Yes,"Basin 220 - S2 Energy Operating, LLC",1012945,Onshore petroleum and natural gas production [98.230(a)(2)],No,2017,0.0,1012945,nan,"Basin 220 - S2 Energy Operating, LLC",Covington,LA,70433,200 Caroline Court,nan,30.4587407,-90.1307797,211111,110071162264.0,"Basin 220 - S2 Energy Operating, LLC",200 Caroline Court,Covington,LA,70433.0,30.4587407,-90.1307797,None,211111,nan,1012945,GHGRP,True
Yes,Catcher Ranch Gas Plant,1008831,Onshore natural gas processing [98.230(a)(3)],No,2017,10996.1,1008831,110055514723.0,Catcher Ranch Gas Plant,McAlester,OK,74502,nan,PITTSBURG COUNTY,34.87402778,-96.05205556,486210,110071160232.0,Catcher Ranch Gas Plant,None,McAlester,OK,74502.0,34.87402778,-96.05205556,PITTSBURG COUNTY,486210,nan,1008831,GHGRP,True
Yes,MBI NGLP Mont Belvieu Plant,1005045,Onshore natural gas processing [98.230(a)(3)],No,2017,0.0,1005045,110043790715.0,MBI NGLP Mont Belvieu Plant,Mont Belvieu,TX,77580,9900 FM1942,CHAMBERS COUNTY,29.848405,-94.890932,211130,110063953253.0,MBI NGLP Mont Belvieu Plant,9900 FM1942,Mont Belvieu,TX,77580.0,29.848405,-94.890932,CHAMBERS COUNTY,211130,nan,1005045,GHGRP,True
Yes,Lincoln Parish Gas Processing Plant,1012150,Onshore natural gas processing [98.230(a)(3)],No,2017,16463.5,1012150,110070082173.0,Lincoln Parish Gas Processing Plant,Arcadia,LA,71001,400 Elliot Rd.,LINCOLN PARISH,32.574714,-92.856144,486210,110064453844.0,Lincoln Parish Gas Processing Plant,400 Elliot Rd.,Arcadia,LA,71001.0,32.574714,-92.856144,LINCOLN PARISH,486210,nan,1012150,GHGRP,True
Yes,BLACK DIAMOND GAS PLANT,1002502,Onshore natural gas processing [98.230(a)(3)],No,2017,1882.7,1002502,110063126335.0,BLACK DIAMOND GAS PLANT,GRANBURY,TX,76048,6610 LIPAN HWY,HOOD COUNTY,32.477772,-97.897608,211130,110070393799.0,BLACK DIAMOND GAS PLANT,6610 LIPAN HWY,GRANBURY,TX,76048.0,32.477772,-97.897608,HOOD COUNTY,211130,nan,1002502,GHGRP,True
Yes,Silver Creek Processing Plant,1003170,Onshore natural gas processing [98.230(a)(3)],No,2017,12205.6,1003170,110070081852.0,Silver Creek Processing Plant,Weatherford,TX,76087,nan,PARKER COUNTY,32.800654,-97.674429,211112,110031262425.0,Silver Creek Processing Plant,None,Weatherford,TX,76087.0,32.800654,-97.674429,PARKER COUNTY,211112,nan,1003170,GHGRP,True
Yes,National Helium Plant,1008924,Onshore natural gas processing [98.230(a)(3)],No,2017,22400.1,1008924,110070082012.0,National Helium Plant,LIBERAL,KS,67901,nan,SEWARD COUNTY,37.1592,-100.7625,211130,110022575523.0,National Helium Plant,None,LIBERAL,KS,67901.0,37.1592,-100.7625,SEWARD COUNTY,211130,nan,1008924,GHGRP,True
Yes,"TGNR TVL LLC - Basin 230 (Houston, TX)",1011998,Onshore petroleum and natural gas production [98.230(a)(2)],Yes,2017,38.6,1011998,nan,"TGNR TVL LLC - Basin 230 (Houston, TX)",Houston,TX,77002,"811 Main Street, Suite 1500",nan,29.7581913042473,-95.363451002668,211111,110071160174.0,"TGNR TVL LLC - Basin 230 (Houston, TX)","811 Main Street, Suite 1500",Houston,TX,77002.0,29.7581913042473,-95.363451002668,None,211111,nan,1011998,GHGRP,True
Yes,Hawkins Gas Plant,1002676,Onshore natural gas processing [98.230(a)(3)],No,2017,19345.0,1002676,110000915859.0,Hawkins Gas Plant,HAWKINS,TX,75765,nan,WOOD COUNTY,32.6105,-95.1957,211111,110028052675.0,Hawkins Gas Plant,None,HAWKINS,TX,75765.0,32.6105,-95.1957,WOOD COUNTY,211111,nan,1002676,GHGRP,True
Yes,"White Oak Energy 220 Gulf Coast Basin (LA, TX)",1009783,Onshore petroleum and natural gas production [98.230(a)(2)],No,2017,63.4,1009783,nan,"White Oak Energy 220 Gulf Coast Basin (LA, TX)",Houston,TX,77060,"12941 North Freeway, Suite No. 550",nan,29.954933,-95.41874,211111,110071159401.0,"White Oak Energy 220 Gulf Coast Basin (LA, TX)","12941 North Freeway, Suite No. 550",Houston,TX,77060.0,29.954933,-95.41874,None,211111,nan,1009783,GHGRP,True
Yes,WILLARD CO2 SEPARATION PLANT,1002630,Onshore natural gas processing [98.230(a)(3)],No,2017,0.0,1002630,110040906311.0,WILLARD CO2 SEPARATION PLANT,DENVER CITY,TX,79323,nan,YOAKUM COUNTY,33.02778,-102.81972,211111,110071161397.0,WILLARD CO2 SEPARATION PLANT,None,DENVER CITY,TX,79323.0,33.02778,-102.81972,YOAKUM COUNTY,211111,nan,1002630,GHGRP,True
Yes,James Lake Gas Plant,1011931,Onshore natural gas processing [98.230(a)(3)],No,2017,23482.5,1011931,110067409147.0,James Lake Gas Plant,Goldsmith,TX,79741,nan,ECTOR COUNTY,31.9636,-102.6018,211112,110070059890.0,James Lake Gas Plant,None,Goldsmith,TX,79741.0,31.9636,-102.6018,ECTOR COUNTY,211112,nan,1011931,GHGRP,True
Yes,"LAMBDA ENERGY RESOURCES, LLC-Michigan Basin",1008299,Onshore petroleum and natural gas production [98.230(a)(2)],No,2017,137.8,1008299,nan,"LAMBDA ENERGY RESOURCES, LLC-Michigan Basin",HOUSTON,TX,77079,12012 WICKCHESTER SUITE 300,nan,32.93476,-96.81801,211111,110071159376.0,"LAMBDA ENERGY RESOURCES, LLC-Michigan Basin",12012 WICKCHESTER SUITE 300,HOUSTON,TX,77079.0,32.93476,-96.81801,None,211111,nan,1008299,GHGRP,True
Yes,FULLERTON GAS PLANT,1002375,Onshore natural gas processing [98.230(a)(3)],No,2017,23340.2,1002375,110035783462.0,FULLERTON GAS PLANT,ANDREWS,TX,79714,7501 N FM 181,ANDREWS COUNTY,32.381672,-102.788063,211130,110041034234.0,FULLERTON GAS PLANT,7501 N FM 181,ANDREWS,TX,79714.0,32.381672,-102.788063,ANDREWS COUNTY,211130,nan,1002375,GHGRP,True
Yes,Mallet CO2 Recovery Plant,1002451,Onshore natural gas processing [98.230(a)(3)],No,2017,0.0,1002451,110000719937.0,Mallet CO2 Recovery Plant,Sundown,TX,79372,nan,HOCKLEY COUNTY,33.46028,-102.56333,211111,110071161746.0,Mallet CO2 Recovery Plant,None,Sundown,TX,79372.0,33.46028,-102.56333,HOCKLEY COUNTY,211111,nan,1002451,GHGRP,True
Yes,Riptide Gas Plant,1012809,Onshore natural gas processing [98.230(a)(3)],No,2017,7819.0,1012809,110070209433.0,Riptide Gas Plant,Stanton,TX,79782,nan,MARTIN COUNTY,32.2422,-101.9044,211112,110071162493.0,Riptide Gas Plant,None,Stanton,TX,79782.0,32.2422,-101.9044,MARTIN COUNTY,211112,nan,1012809,GHGRP,True
Yes,Silver Plant,1011670,Onshore natural gas processing [98.230(a)(3)],No,2017,1639.9,1011670,110063745087.0,Silver Plant,Sterling City,TX,76951,nan,STERLING COUNTY,32.011814,-101.022991,211112,110071159455.0,Silver Plant,None,Sterling City,TX,76951.0,32.011814,-101.022991,STERLING COUNTY,211112,nan,1011670,GHGRP,True
Yes,Keystone Gas Plant,1005181,Onshore natural gas processing [98.230(a)(3)],No,2017,1936.8,1005181,110043792704.0,Keystone Gas Plant,Kermit,TX,79745,nan,WINKLER COUNTY,31.946927,-103.043207,211112,110007193571.0,Keystone Gas Plant,None,Kermit,TX,79745.0,31.946927,-103.043207,WINKLER COUNTY,211112,nan,1005181,GHGRP,True
Yes,Area 51 CGP Facility,1008677,Onshore natural gas processing [98.230(a)(3)],No,2017,1306.3,1008677,110055514064.0,Area 51 CGP Facility,Pawnee,TX,78145,5911 County Road 136,BEE COUNTY,28.651637,-98.000845,213112,110064007532.0,Area 51 CGP Facility,5911 County Road 136,Pawnee,TX,78145.0,28.651637,-98.000845,BEE COUNTY,213112,nan,1008677,GHGRP,True
Yes,Sand Hills Gas Plant,1003767,Onshore natural gas processing [98.230(a)(3)],No,2017,38709.2,1003767,110050572861.0,Targa Midstream Services LLC - Sandhills Gas Plant,Crane,TX,79731,5880 FM 1233,CRANE COUNTY,31.501667,-102.640277,211112,110040898696.0,Sand Hills Gas Plant,5880 FM 1233,Crane,TX,79731.0,31.409312,-102.415134,CRANE COUNTY,211112,nan,1003767,GHGRP,True
Yes,Ridge Amine Plant,1011285,Onshore natural gas processing [98.230(a)(3)],No,2017,27918.4,1011285,110058379838.0,Ridge Amine Plant,Marquez,TX,77870,nan,ROBERTSON COUNTY,31.121917,-96.31281,213112,110071160055.0,Ridge Amine Plant,None,Marquez,TX,77870.0,31.121917,-96.31281,ROBERTSON COUNTY,213112,nan,1011285,GHGRP,True
Yes,"Copano Field Services/North Texas, Saint Jo Processing Plant Montague, TX",1002624,Onshore natural gas processing [98.230(a)(3)],No,2017,191567.1,1002624,110043711392.0,"Copano Field Services/North Texas, Saint Jo Processing Plant Montague, TX",MONTAGUE,TX,76251,5683 CATHOLIC CEMETERY RD,MONTAGUE COUNTY,33.63,-97.62822,211112,110038363972.0,"Copano Field Services/North Texas, Saint Jo Processing Plant Montague, TX",5683 CATHOLIC CEMETERY RD,MONTAGUE,TX,76251.0,33.63,-97.62822,MONTAGUE COUNTY,211112,nan,1002624,GHGRP,True
Yes,Shute Creek Facility,1002150,Onshore natural gas processing [98.230(a)(3)],No,2017,1813077.4,1002150,110028046629.0,Shute Creek Facility,KEMMERER,WY,83101,nan,LINCOLN COUNTY,41.887,-110.09446,211111,110071162292.0,Shute Creek Facility,None,KEMMERER,WY,83101.0,41.887,-110.09446,LINCOLN COUNTY,211111,nan,1002150,GHGRP,True
Yes,Eunice Gas Plant,1007441,Onshore natural gas processing [98.230(a)(3)],No,2017,51483.0,1007441,110007018253.0,Targa Midstream Services LLC - Eunice Gas Processing Plant,Eunice,NM,88231,nan,LEA COUNTY,32.42615,-103.148564,211112,110071159283.0,Eunice Gas Plant,None,Eunice,NM,88231.0,32.42615,-103.148564,LEA COUNTY,211112,nan,1007441,GHGRP,True
Yes,XTO - Farrar Plant,1005391,Onshore natural gas processing [98.230(a)(3)],No,2017,29179.8,1005391,110070081915.0,XTO - Farrar Plant,Jewett,TX,75846,3784 FM Rd 39,LEON COUNTY,31.320273,-96.173912,211111,110071160307.0,XTO - Farrar Plant,3784 FM Rd 39,Jewett,TX,75846.0,31.320273,-96.173912,LEON COUNTY,211111,nan,1005391,GHGRP,True
Yes,"CHATOM GAS PRODUCTION, TREATING, AND PROCESSING FACILITY",1004973,Onshore natural gas processing [98.230(a)(3)],No,2017,5635.3,1004973,110070081907.0,"CHATOM GAS PRODUCTION, TREATING, AND PROCESSING FACILITY",CHATOM,AL,36518,3204 HIGHWAY 56 West,WASHINGTON COUNTY,31.464222,-88.40288,211111,110071161775.0,"CHATOM GAS PRODUCTION, TREATING, AND PROCESSING FACILITY",3204 HIGHWAY 56 West,CHATOM,AL,36518.0,31.464222,-88.40288,WASHINGTON COUNTY,211111,nan,1004973,GHGRP,True
Yes,Lonestar Gas Plant,1011614,Onshore natural gas processing [98.230(a)(3)],No,2017,44254.2,1011614,110070061298.0,Lonestar Processing Facility,Tuleta,TX,78162,2189 FM 1465,BEE COUNTY,28.563871,-97.849062,211112,110071159777.0,Lonestar Gas Plant,2189 FM 1465,Tuleta,TX,78162.0,28.563871,-97.849062,None,211112,nan,1011614,GHGRP,True
Yes,WEST BISTINEAU FACILITY,1005693,Onshore natural gas processing [98.230(a)(3)],No,2017,28394.2,1005693,110055510594.0,WEST BISTINEAU FACILITY,Coushatta,LA,71019,nan,RED RIVER PARISH,32.2107,-93.4413,486210,110071161722.0,WEST BISTINEAU FACILITY,None,Coushatta,LA,71019.0,32.2107,-93.4413,RED RIVER PARISH,486210,nan,1005693,GHGRP,True
Yes,SALT CREEK FIELD GAS PLANT,1002454,Onshore natural gas processing [98.230(a)(3)],No,2017,0.0,1002454,110000721452.0,SALT CREEK FIELD GAS PLANT,JAYTON,TX,79528,nan,KENT COUNTY,33.232539,-100.867608,211111,110071161100.0,SALT CREEK FIELD GAS PLANT,None,JAYTON,TX,79528.0,33.232539,-100.867608,KENT COUNTY,211111,nan,1002454,GHGRP,True
Yes,Cotton Belt Compressor Station,1004462,Onshore natural gas processing [98.230(a)(3)],No,2017,15522.8,1004462,110043796595.0,Cotton Belt Compressor Station,DFW Airport,TX,75261,2400 Coppell Rd,DALLAS COUNTY,32.78121,-96.796756,211111,110071160785.0,Cotton Belt Compressor Station,2400 Coppell Rd,DFW Airport,TX,75261.0,32.78121,-96.796756,DALLAS COUNTY,211111,nan,1004462,GHGRP,True
Yes,Longhorn Gas Plant,1011504,Onshore natural gas processing [98.230(a)(3)],No,2017,84262.1,1011504,110063697389.0,Targa Gas Processing LLC - Longhorn Gas Plant,Decatur,TX,76234,nan,WISE COUNTY,33.31093,-97.526777,211112,110071160065.0,Longhorn Gas Plant,None,Decatur,TX,76234.0,33.31093,-97.526777,WISE COUNTY,211112,nan,1011504,GHGRP,True
Yes,Battlefield Gas Plant,1009840,Onshore natural gas processing [98.230(a)(3)],No,2017,1501.1,1009840,110067123142.0,Battlefield Gas Plant,Mansfield,LA,71052,3461 LA Highway 513,DE SOTO PARISH,31.96785,-93.67311,211111,110071159409.0,Battlefield Gas Plant,3461 LA Highway 513,Mansfield,LA,71052.0,31.96785,-93.67311,None,211111,nan,1009840,GHGRP,True
Yes,XTO - Castle Valley,1004143,Onshore natural gas processing [98.230(a)(3)],No,2017,22349.0,1004143,110007903858.0,XTO - Castle Valley,Price,UT,84501,3460 S. 3350 West,CARBON COUNTY,39.55168,-110.81584,211111,110071159249.0,XTO - Castle Valley,3460 S. 3350 West,Price,UT,84501.0,39.599386,-110.81072,CARBON COUNTY,211111,nan,1004143,GHGRP,True
Yes,Magnolia Amine Plant,1003483,Onshore natural gas processing [98.230(a)(3)],No,2017,36669.9,1003483,110056382926.0,Magnolia Amine Plant,Ringgold,LA,71068,5052 Highway 371,BIENVILLE PARISH,32.267848,-93.298611,213112,110071161837.0,Magnolia Amine Plant,5052 Highway 371,Ringgold,LA,71068.0,32.267848,-93.298611,BIENVILLE PARISH,213112,nan,1003483,GHGRP,True
Yes,Area 71B CGP Facility,1012986,Onshore natural gas processing [98.230(a)(3)],No,2017,2543.1,1012986,110070209532.0,Area 71B CGP Facility,Nordheim,TX,78141,nan,DEWITT COUNTY,28.9579,-97.6946,211120,110071162266.0,Area 71B CGP Facility,None,Nordheim,TX,78141.0,28.9579,-97.6946,DEWITT COUNTY,211120,nan,1012986,GHGRP,True
Yes,"TALCO Midstream Assets, LTD. - Holly Common Point #3 Compressor Station",1002778,Onshore natural gas processing [98.230(a)(3)],No,2017,62377.7,1002778,110063989331.0,"TALCO Midstream Assets, LTD. - Holly Common Point #3 Compressor Station",Grand Cane,LA,71032,8451 Hwy. 175,DE SOTO PARISH,32.16151,-93.713075,211111,110071161704.0,"TALCO Midstream Assets, LTD. - Holly Common Point #3 Compressor Station",8451 Hwy. 175,Grand Cane,LA,71032.0,32.235788,-93.642048,DE SOTO PARISH,211111,nan,1002778,GHGRP,True
Yes,Arkansas Loop & Simpson Treating Plants,1001760,Onshore natural gas processing [98.230(a)(3)],No,2017,167137.3,1001760,110000507050.0,Arkansas Loop & Simpson Treating Plants,DURANGO,CO,81303,nan,LA PLATA COUNTY,37.0532,-107.7855,211111,110071159542.0,Arkansas Loop & Simpson Treating Plants,None,DURANGO,CO,81303.0,37.0532,-107.7855,LA PLATA COUNTY,211111,nan,1001760,GHGRP,True
Yes,Battle Ridge Plant,1012793,Onshore natural gas processing [98.230(a)(3)],No,2017,2204.8,1012793,110070082503.0,Battle Ridge Plant,Cushing,OK,74023,nan,PAYNE COUNTY,35.944,-96.8076,211111,110070393972.0,Battle Ridge Plant,None,Cushing,OK,74023.0,35.944,-96.8076,PAYNE COUNTY,211111,nan,1012793,GHGRP,True
