does_fac_have_agr_unit,facility_name,GHGRP ID,industry_segment,missing_data_procedures_used,reporting_year,acid_gas_removal_co2_emissions,Facility Id,FRS Id,Facility Name,City_x,State_x,Zip Code,Address_x,County_x,Latitude_x,Longitude_x,Primary NAICS Code,FRS_ID,FacilityName,Address_y,City_y,State_y,Zip,Latitude_y,Longitude_y,County_y,NAICS,SIC,FacilityID,Source
Yes,MEWBOURN GAS PLANT,1006131,Onshore natural gas processing [98.230(a)(3)],No,2017,71464.6,1006131,110010691750.0,MEWBOURN GAS PLANT,GILCREST,CO,80623,18455 WELD COUNTY RD 35,WELD COUNTY,40.27,-104.73,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,"LAMBDA ENERGY RESOURCES, LLC-KALKASKA GAS PLANT",1003319,Onshore natural gas processing [98.230(a)(3)],No,2017,131.1,1003319,110043783340.0,"LAMBDA ENERGY RESOURCES, LLC-KALKASKA GAS PLANT",KALKASKA,MI,49646,1080 PROUGH RD SW,KALKASKA COUNTY,44.7,-85.2,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,King Ranch Gas Plant,1002521,Onshore natural gas processing [98.230(a)(3)],No,2017,4356.7,1002521,110000727580.0,King Ranch Gas Plant,Kingsville,TX,78375,nan,KLEBERG COUNTY,27.47,-98.06,486210,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Antelope Hills Gas Plant,1008268,Onshore natural gas processing [98.230(a)(3)],No,2017,0.0,1008268,110071159366.0,Antelope Hills Gas Plant,Glazier,TX,79014,nan,HEMPHILL COUNTY,36.0,-100.12,486210,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,MARKHAM GAS PROCESSING PLANT,1002256,Onshore natural gas processing [98.230(a)(3)],No,2017,8123.8,1002256,110008972932.0,MARKHAM GAS PROCESSING PLANT,MARKHAM,TX,77456,4367 COUNTY ROAD 403,MATAGORDA COUNTY,29.02,-96.06,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Logansport Expansion Gathering Facility,1010234,Onshore natural gas processing [98.230(a)(3)],No,2017,24016.6,1010234,110071159839.0,Logansport Expansion Gathering Facility,Logansport,LA,71050,nan,DE SOTO PARISH,32.16,-94.02,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Red Hills Gas Processing Plant,1011064,Onshore natural gas processing [98.230(a)(3)],No,2017,119357.1,1011064,110057067739.0,Red Hills Gas Processing Plant,Jal,NM,88252,1934 W NM Highway 128,LEA COUNTY,32.21,-103.52,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,"Copano Energy Houston Central Plant, TX",1002623,Onshore natural gas processing [98.230(a)(3)],No,2017,63497.6,1002623,110071162161.0,"Copano Energy Houston Central Plant, TX",Sheridan,TX,77475,1651 County Rd. 255 South,COLORADO COUNTY,29.63,-96.72,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Bearkat Cryogenic Plant,1012788,Onshore natural gas processing [98.230(a)(3)],No,2017,2281.7,1012788,110071162453.0,Bearkat Cryogenic Plant,Garden City,TX,79739,nan,GLASSCOCK COUNTY,31.96,-101.49,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Coalgate/Tupelo/Stonewall Gas Plant,1004593,Onshore natural gas processing [98.230(a)(3)],No,2017,25700.7,1004593,110040505085.0,Coalgate/Tupelo/Stonewall Gas Plant,Coalgate,OK,74538,nan,COAL COUNTY,34.59,-96.29,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,XTO - Cotton Valley Gas Plant,1006270,Onshore natural gas processing [98.230(a)(3)],No,2017,1758.9,1006270,110000538473.0,XTO - Cotton Valley Gas Plant,Cotton Valley,LA,71018,1256 Marathon Rd,WEBSTER PARISH,32.78,-93.37,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Stuart Plant,1009103,Onshore natural gas processing [98.230(a)(3)],No,2017,5164.8,1009103,110071159635.0,Stuart Plant,Stuart,OK,74570,nan,PITTSBURG COUNTY,34.88,-96.05,213112,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,GULF PLAINS GAS PLANT,1002290,Onshore natural gas processing [98.230(a)(3)],No,2017,19522.5,1002290,110028179110.0,GULF PLAINS GAS PLANT,BISHOP,TX,78343,7226 COUNTY ROAD 16,NUECES COUNTY,27.69,-97.9,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Dilley Treating Facility,1008412,Onshore natural gas processing [98.230(a)(3)],No,2017,8241.6,1008412,110071159380.0,Dilley Treating Facility,Cotulla,TX,78014,"28.596, -99.362",LA SALLE COUNTY,28.46,-99.1,211120,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,EAST VEALMOOR GAS PLANT,1002326,Onshore natural gas processing [98.230(a)(3)],No,2017,3862.7,1002326,110000503928.0,EAST VEALMOOR GAS PLANT,COAHOMA,TX,79511,11703 EAST FM. 846,HOWARD COUNTY,32.49,-101.35,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Sneed Booster Station,1002195,Onshore natural gas processing [98.230(a)(3)],No,2017,94.9,1002195,110043795408.0,Sneed Booster Station,Dumas,TX,79029,nan,MOORE COUNTY,35.81,-101.63,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,SHERHAN GAS PLANT,1005739,Onshore natural gas processing [98.230(a)(3)],No,2017,2546.1,1005739,110007196694.0,SHERHAN GAS PLANT,GRUVER,TX,79040,15150 County Road 9,HANSFORD COUNTY,36.49,-101.47,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Echo Springs Gas Plant,1002239,Onshore natural gas processing [98.230(a)(3)],No,2017,204829.2,1002239,110071161739.0,Echo Springs Gas Plant,Wamsutter,WY,82336,nan,CARBON COUNTY,41.65,-107.82,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,"KH East Holly Gas Treating Facility Gloster,LA",1009769,Onshore natural gas processing [98.230(a)(3)],No,2017,27774.9,1009769,110043300594.0,"KH East Holly Gas Treating Facility Gloster,LA",Gloster,LA,71030,357 Bethlehem Road,DE SOTO PARISH,32.17,-93.78,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,SEMINOLE GAS PROCESSING PLANT,1001806,Onshore natural gas processing [98.230(a)(3)],No,2017,31601.3,1001806,110033349552.0,SEMINOLE GAS PROCESSING PLANT,SEMINOLE,TX,79360,3.5 MI NW ON SH 214,GAINES COUNTY,32.76,-102.68,211120,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,VAL VERDE TREATER,1004502,Onshore natural gas processing [98.230(a)(3)],No,2017,658383.6,1004502,110022737289.0,VAL VERDE TREATER,BLOOMFIELD,NM,87413,119 COUNTY ROAD 4900,SAN JUAN COUNTY,36.73,-107.96,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,GOLDSMITH GAS PLANT,1006800,Onshore natural gas processing [98.230(a)(3)],No,2017,38113.2,1006800,110043792884.0,GOLDSMITH GAS PLANT,GOLDSMITH,TX,79741,nan,ECTOR COUNTY,31.98,-102.63,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Terrell Gas Plant,1003128,Onshore natural gas processing [98.230(a)(3)],No,2017,6629.8,1003128,110041031040.0,Terrell Gas Plant,Sheffield,TX,79781,nan,TERRELL COUNTY,30.37,-101.84,211120,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Red Bluff Processing Plant,1010691,Onshore natural gas processing [98.230(a)(3)],No,2017,84864.4,1010691,110071160285.0,Red Bluff Processing Plant,Orla,TX,79770,31.799789 North; 103.929683 West,REEVES COUNTY,31.88,-103.94,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Sterling Energy Investments LLC Centennial Gas Plant,1011986,Onshore natural gas processing [98.230(a)(3)],No,2017,8245.9,1011986,nan,Sterling Energy Investments LLC Centennial Gas Plant,Briggsdale,CO,80611,47285 County Road 100,nan,40.71,-104.29,486210,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,"California Resources Elk Hills, LLC - Gas Processing and Power Generation",1005164,Onshore natural gas processing [98.230(a)(3)],No,2017,90219.7,1005164,110065171502.0,"California Resources Elk Hills, LLC - Gas Processing and Power Generation",TUPMAN,CA,93276,28590 Highway 119,KERN COUNTY,35.24,-119.36,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Central Treating Facility,1004824,Onshore natural gas processing [98.230(a)(3)],No,2017,46830.4,1004824,110071161491.0,Central Treating Facility,Meeker,CO,81641,nan,RIO BLANCO COUNTY,39.83,-108.3,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,South Carlsbad Turbine Station,1005018,Onshore natural gas processing [98.230(a)(3)],No,2017,3664.3,1005018,110043784802.0,South Carlsbad Turbine Station,Carlsbad,NM,88220,65 Robson Road,EDDY COUNTY,32.41,-104.24,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,LAS TIENDAS PLANT,1010735,Onshore natural gas processing [98.230(a)(3)],No,2017,105178.1,1010735,110071159879.0,LAS TIENDAS PLANT,Freer,TX,78357,28.05836N; -98.76189 W,DUVAL COUNTY,27.96,-98.59,486210,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Century Gas Plant,1004301,Onshore natural gas processing [98.230(a)(3)],No,2017,0.0,1004301,110042263181.0,Century Gas Plant,Fort Stockton,TX,79735,2301 Puckett Road,PECOS COUNTY,30.61,-102.58,211120,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,BPE GPRP Grasslands Gas Plant,1007367,Onshore natural gas processing [98.230(a)(3)],No,2017,9483.5,1007367,110071160535.0,BPE GPRP Grasslands Gas Plant,Cartwright,ND,58838,nan,RICHLAND COUNTY,47.59,-104.0,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Tupelo Gas Plant,1011130,Onshore natural gas processing [98.230(a)(3)],No,2017,11347.3,1011130,110071159593.0,Tupelo Gas Plant,Coalgate,OK,74538,nan,COAL COUNTY,34.59,-96.29,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,MidMar East Gas Plant,1011722,Onshore natural gas processing [98.230(a)(3)],No,2017,7964.6,1011722,110056339699.0,MidMar East Gas Plant,Tarzan,TX,79783,2989 State Hwy 349,MARTIN COUNTY,32.18,-102.19,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Rebel Gas Plant,1011365,Onshore natural gas processing [98.230(a)(3)],No,2017,12138.1,1011365,110071159830.0,Rebel Gas Plant,Garden City,TX,79739,nan,GLASSCOCK COUNTY,31.89,-101.7,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Kenedy Gas Plant,1011012,Onshore natural gas processing [98.230(a)(3)],No,2017,60247.8,1011012,110071160200.0,Kenedy Gas Plant,Kenedy,TX,78119,nan,KARNES COUNTY,28.75,-98.01,486210,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Pecos Gas Processing Plant,1011930,Onshore natural gas processing [98.230(a)(3)],No,2017,0.0,1011930,110067409138.0,Pecos Gas Processing Plant,Pecos,TX,79772,473 CR 118,REEVES COUNTY,31.39,-103.49,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,O'Connor Gas Plant,1010119,Onshore natural gas processing [98.230(a)(3)],No,2017,28583.3,1010119,110055519381.0,O'Connor Gas Plant,LaSalle,CO,80645,nan,WELD COUNTY,40.35,-104.59,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Raptor Gas Plant,1012846,Onshore natural gas processing [98.230(a)(3)],No,2017,14656.9,1012846,110071161859.0,Raptor Gas Plant,Cotulla,TX,78014,2656 South Interstate 35,LA SALLE COUNTY,28.41,-99.26,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Shelby,1010598,Onshore natural gas processing [98.230(a)(3)],No,2017,43257.9,1010598,110071160757.0,Shelby,Neuville,TX,75935,"31.6507, -94.1819",SHELBY COUNTY,31.8,-94.18,486210,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Yoakum Cryogenic Plant,1009093,Onshore natural gas processing [98.230(a)(3)],No,2017,211493.7,1009093,110071159994.0,Yoakum Cryogenic Plant,Yoakum,TX,77995,nan,LAVACA COUNTY,29.34,-97.11,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,WILLOW CREEK GAS PLANT,1002319,Onshore natural gas processing [98.230(a)(3)],No,2017,154904.9,1002319,110056938943.0,WILLOW CREEK GAS PLANT,Rifle,CO,81650,20219 County Road 5,RIO BLANCO COUNTY,39.98,-107.76,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,JACKALOPE TREATER,1003083,Onshore natural gas processing [98.230(a)(3)],No,2017,43431.6,1003083,110071160629.0,JACKALOPE TREATER,MIRANDO CITY,TX,78369,nan,JIM HOGG COUNTY,27.26,-98.9,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Alliance Compressor Station,1011298,Onshore natural gas processing [98.230(a)(3)],No,2017,36939.9,1011298,110058379936.0,Alliance Compressor Station,Justin,TX,76247,12721 Highway 114,DENTON COUNTY,33.04,-97.33,486210,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Eagle-1 Gas Plant,1010118,Onshore natural gas processing [98.230(a)(3)],No,2017,37286.2,1010118,110055519372.0,Eagle-1 Gas Plant,Edna,TX,77957,nan,JACKSON COUNTY,29.14,-96.66,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,OFS GPRP Canadian Valley,1010547,Onshore natural gas processing [98.230(a)(3)],No,2017,15524.1,1010547,110071159873.0,OFS GPRP Canadian Valley,Calumet,OK,73014,"35.591269, -98.141061",CANADIAN COUNTY,35.59,-98.14,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Gomez Gas Plant,1004248,Onshore natural gas processing [98.230(a)(3)],No,2017,56164.6,1004248,110071159243.0,Gomez Gas Plant,Fort Stockton,TX,79735,3238 W. Gomez Road,PECOS COUNTY,30.99,-102.97,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
