does_fac_have_agr_unit,facility_name,GHGRP ID,industry_segment,missing_data_procedures_used,reporting_year,acid_gas_removal_co2_emissions,Facility Id,FRS Id,Facility Name,City_x,State_x,Zip Code,Address_x,County_x,Latitude_x,Longitude_x,Primary NAICS Code,FRS_ID,FacilityName,Address_y,City_y,State_y,Zip,Latitude_y,Longitude_y,County_y,NAICS,SIC,FacilityID,Source
Yes,BLOCK 31 GAS PLANT,1001132,Onshore natural gas processing [98.230(a)(3)],No,2017,0.0,1001132,110015736907.0,BLOCK 31 GAS PLANT,CRANE,TX,79731,1501 FM 1601,CRANE COUNTY,31.65,-102.53,211120,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,ZIA II GAS PLANT,1011356,Onshore natural gas processing [98.230(a)(3)],No,2017,67069.5,1011356,110059777120.0,ZIA II GAS PLANT,Lea County,NM,88240,nan,LEA COUNTY,32.64,-103.81,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,MBI NGLP Mont Belvieu Plant,1005045,Onshore natural gas processing [98.230(a)(3)],No,2017,0.0,1005045,110043790715.0,MBI NGLP Mont Belvieu Plant,Mont Belvieu,TX,77580,9900 FM1942,CHAMBERS COUNTY,29.85,-94.89,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Lincoln Parish Gas Processing Plant,1012150,Onshore natural gas processing [98.230(a)(3)],No,2017,16463.5,1012150,110064453844.0,Lincoln Parish Gas Processing Plant,Arcadia,LA,71001,400 Elliot Rd.,LINCOLN PARISH,32.57,-92.86,486210,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Petro-Hunt L.L.C.,1003045,Onshore natural gas processing [98.230(a)(3)],No,2017,3512.0,1003045,110000878998.0,Petro-Hunt L.L.C.,Killdeer,ND,58640,813 123rd Avenue SW,BILLINGS COUNTY,47.3,-103.1,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,"Scissortail Energy Paden Processing Plant Paden, OK",1008993,Onshore natural gas processing [98.230(a)(3)],No,2017,2190.8,1008993,110007394676.0,"Scissortail Energy Paden Processing Plant Paden, OK",Paden,OK,74860,100151 N 3630 Rd,OKFUSKEE COUNTY,35.56,-96.55,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Silver Creek Processing Plant,1003170,Onshore natural gas processing [98.230(a)(3)],No,2017,12205.6,1003170,110071160648.0,Silver Creek Processing Plant,Weatherford,TX,76087,nan,PARKER COUNTY,32.8,-97.67,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,HIDETOWN PLANT,1003316,Onshore natural gas processing [98.230(a)(3)],No,2017,15.0,1003316,110030736764.0,HIDETOWN PLANT,WHEELER,TX,79096,8020 FM 3104,WHEELER COUNTY,35.46,-100.4,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,National Helium Plant,1008924,Onshore natural gas processing [98.230(a)(3)],No,2017,22400.1,1008924,110071161966.0,National Helium Plant,LIBERAL,KS,67901,nan,SEWARD COUNTY,37.16,-100.76,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Hawkins Gas Plant,1002676,Onshore natural gas processing [98.230(a)(3)],No,2017,19345.0,1002676,110071161329.0,Hawkins Gas Plant,HAWKINS,TX,75765,nan,WOOD COUNTY,32.61,-95.2,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Chipeta Gas Plant,1002174,Onshore natural gas processing [98.230(a)(3)],No,2017,13596.6,1002174,110043789969.0,Chipeta Gas Plant,Vernal,UT,84078,nan,UINTAH COUNTY,40.03,-109.43,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,"TGG Pipeline, Ltd. - Shelby #3 Facility",1008595,Onshore natural gas processing [98.230(a)(3)],No,2017,47609.4,1008595,110043806174.0,"TGG Pipeline, Ltd. - Shelby #3 Facility",Dallas,TX,75251,12377 Merit Dr. STE 300A,DALLAS COUNTY,32.92,-96.77,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,WILLARD CO2 SEPARATION PLANT,1002630,Onshore natural gas processing [98.230(a)(3)],No,2017,0.0,1002630,110071161397.0,WILLARD CO2 SEPARATION PLANT,DENVER CITY,TX,79323,nan,YOAKUM COUNTY,33.03,-102.82,211120,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,NORTH CROSS COMP STATION 4,1002868,Onshore natural gas processing [98.230(a)(3)],No,2017,0.0,1002868,110001875686.0,NORTH CROSS COMP STATION 4,MCCAMEY,TX,79752,4.3 M W ON US 67/385,UPTON COUNTY,31.11,-102.3,211120,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Harmony Compressor Station,1008009,Onshore natural gas processing [98.230(a)(3)],No,2017,23407.7,1008009,110043789040.0,Harmony Compressor Station,Searcy,AR,72143,170 North Smyrna Rd.,WHITE COUNTY,35.26,-91.84,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,James Lake Gas Plant,1011931,Onshore natural gas processing [98.230(a)(3)],No,2017,23482.5,1011931,110071160984.0,James Lake Gas Plant,Goldsmith,TX,79741,nan,ECTOR COUNTY,31.96,-102.6,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,"TALCO Midstream Assets, LTD. - Holly Common Point #6 Facility",1007449,Onshore natural gas processing [98.230(a)(3)],No,2017,0.0,1007449,110043806174.0,"TALCO Midstream Assets, LTD. - Holly Common Point #6 Facility",Dallas,TX,75251,12377 Merit Dr. STE 300A,DALLAS COUNTY,32.92,-96.77,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,TRINIDAD GAS PROCESSING PLANT,1003097,Onshore natural gas processing [98.230(a)(3)],No,2017,16878.8,1003097,110008165939.0,TRINIDAD GAS PROCESSING PLANT,TRINIDAD,TX,75163,795 LONE STAR ROAD,HENDERSON COUNTY,32.13,-96.09,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Saunders Gas Plant,1004843,Onshore natural gas processing [98.230(a)(3)],No,2017,17402.3,1004843,110063989322.0,Saunders Gas Plant,Lovington,NM,88260,50 Warren Rd,LEA COUNTY,29.76,-95.37,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Mallet CO2 Recovery Plant,1002451,Onshore natural gas processing [98.230(a)(3)],No,2017,0.0,1002451,110071161746.0,Mallet CO2 Recovery Plant,Sundown,TX,79372,nan,HOCKLEY COUNTY,33.46,-102.56,211120,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Midkiff Gas Plant,1001638,Onshore natural gas processing [98.230(a)(3)],No,2017,18958.4,1001638,110043792429.0,Midkiff Gas Plant,MIDKIFF,TX,79755,17400 E FM 2401,UPTON COUNTY,31.5,-101.91,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Riptide Gas Plant,1012809,Onshore natural gas processing [98.230(a)(3)],No,2017,7819.0,1012809,110071162493.0,Riptide Gas Plant,Stanton,TX,79782,nan,MARTIN COUNTY,32.24,-101.9,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Silver Plant,1011670,Onshore natural gas processing [98.230(a)(3)],No,2017,1639.9,1011670,110071159455.0,Silver Plant,Sterling City,TX,76951,nan,STERLING COUNTY,32.01,-101.02,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Aera Energy Belridge,1006845,Onshore natural gas processing [98.230(a)(3)],No,2017,294.4,1006845,110043799752.0,Aera Energy Belridge,McKittrick,CA,93251,59231 Main Camp Road,KERN COUNTY,35.45,-119.72,211120,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Keystone Gas Plant,1005181,Onshore natural gas processing [98.230(a)(3)],No,2017,1936.8,1005181,110071160775.0,Keystone Gas Plant,Kermit,TX,79745,nan,WINKLER COUNTY,31.95,-103.04,486210,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,LUCERNE GAS PLANT,1002355,Onshore natural gas processing [98.230(a)(3)],No,2017,96089.7,1002355,110000514523.0,LUCERNE GAS PLANT,GREELEY,CO,80631,31495 COUNTY ROAD 43,WELD COUNTY,40.46,-104.66,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Area 51 CGP Facility,1008677,Onshore natural gas processing [98.230(a)(3)],No,2017,1306.3,1008677,110064007532.0,Area 51 CGP Facility,Pawnee,TX,78145,5911 County Road 136,BEE COUNTY,28.65,-98.0,213112,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Sand Hills Gas Plant,1003767,Onshore natural gas processing [98.230(a)(3)],No,2017,38709.2,1003767,110071161038.0,Sand Hills Gas Plant,Crane,TX,79731,5880 FM 1233,CRANE COUNTY,31.41,-102.42,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,CCI Paradox Midstream LLC - Lisbon Valley Gas Plant,1002414,Onshore natural gas processing [98.230(a)(3)],No,2017,0.0,1002414,110071161401.0,CCI Paradox Midstream LLC - Lisbon Valley Gas Plant,La Sal,UT,84530,7 Rankine Rd,SAN JUAN COUNTY,38.26,-109.14,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Ridge Amine Plant,1011285,Onshore natural gas processing [98.230(a)(3)],No,2017,27918.4,1011285,110071160055.0,Ridge Amine Plant,Marquez,TX,77870,nan,ROBERTSON COUNTY,31.12,-96.31,213112,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,"Copano Field Services/North Texas, Saint Jo Processing Plant Montague, TX",1002624,Onshore natural gas processing [98.230(a)(3)],No,2017,191567.1,1002624,110043711392.0,"Copano Field Services/North Texas, Saint Jo Processing Plant Montague, TX",MONTAGUE,TX,76251,5683 CATHOLIC CEMETERY RD,MONTAGUE COUNTY,33.63,-97.63,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Shute Creek Facility,1002150,Onshore natural gas processing [98.230(a)(3)],No,2017,1813077.4,1002150,110071162292.0,Shute Creek Facility,KEMMERER,WY,83101,nan,LINCOLN COUNTY,41.89,-110.09,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Eunice Gas Plant,1007441,Onshore natural gas processing [98.230(a)(3)],No,2017,51483.0,1007441,110071159283.0,Eunice Gas Plant,Eunice,NM,88231,nan,LEA COUNTY,32.43,-103.15,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,XTO - Farrar Plant,1005391,Onshore natural gas processing [98.230(a)(3)],No,2017,29179.8,1005391,110071160307.0,XTO - Farrar Plant,Jewett,TX,75846,3784 FM Rd 39,LEON COUNTY,31.32,-96.17,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,INDIAN SPRINGS GAS PLANT,1006342,Onshore natural gas processing [98.230(a)(3)],No,2017,76068.9,1006342,110007205880.0,INDIAN SPRINGS GAS PLANT,LIVINGSTON,TX,77351,2825 THREE BRIDGE RD,POLK COUNTY,30.76,-94.7,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Lonestar Gas Plant,1011614,Onshore natural gas processing [98.230(a)(3)],No,2017,44254.2,1011614,nan,Lonestar Gas Plant,Tuleta,TX,78162,2189 FM 1465,nan,28.56,-97.85,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Natrium Extraction and Fractionation Facility,1011497,Onshore natural gas processing [98.230(a)(3)],No,2017,2047.5,1011497,110046599926.0,Natrium Extraction and Fractionation Facility,Proctor,WV,26055,14786 Energy Road,MARSHALL COUNTY,39.76,-80.86,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,SALT CREEK FIELD GAS PLANT,1002454,Onshore natural gas processing [98.230(a)(3)],No,2017,0.0,1002454,110071161100.0,SALT CREEK FIELD GAS PLANT,JAYTON,TX,79528,nan,KENT COUNTY,33.23,-100.87,211120,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
