FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,COMMON_STACK_COMBINED_HEAT_UOM,TIER_123_SORBENT_CO2_EMISSIONS,TIER123_BIOGENIC_CO2_EMISSIONS,TIER_1_2_3_FOSSIL_CO2_EMISSION,TIER_4_OPERATING_HOURS,TIER_4_OP_HRS_CO2_CONC_SUB,TIER_4_OP_HRS_STACK_FLOWRT_SUB,TIER_4_OP_HRS_STACK_MOIST_SUB,UNIT_NAME,UNIT_TYPE,UNIT_TYPE_OTHER,IND_UNIT_HEAT_INPUT_CAPACITY,IND_UNIT_HEATINPUTCAPACITY_UOM,IND_UNIT_HEATCAPACITY_UOM_OTHR,AGGR_HIGH_HEAT_CAPACITY,AGGR_HIGH_HEAT_CAPACITY_UOM,COMMON_PIPE_HEAT_CAPACITY,COMMON_PIPE_HEAT_CAPACITY_UOM,COMMON_STACK_NUMBER_OF_UNITS,TIER4_V_TOTAL,TIER4_V_BIO,TIER4_ANNUAL_BIO_CO2_EMISSION,PART_75_CO2_EMISSIONS_METHOD,PART_75_METHOD_STARTDATE,PART_75_METHODOLOGY_ENDDATE,PART_75_HEAT_INPUT_METHOD,PART_75_CO2_METHOD,PART_75_OP_HRS_FUEL_FLOWRATE,PART_75_OP_HRS_HHV_SUB,PART_75_OP_HRS_CO2_CONC_SUB,PART_75_OP_HRS_FLOWRATE_SUB,TIER4_NONBIOGENIC_CO2EMISSION,TIER_4_BIOGENIC_CO2_EMISSIONS,TIER_4_TOTAL_CO2_EMISSIONS,TIER_4_METHODOLOGY_START_DATE,TIER_4_METHODOLOGY_END_DATE,TIER4_VFF,PART_75_OP_HRS_MOISTURE_SUB,BIOGENIC_CO2_MASS_EMISS_MSW,TOTAL_AMT_SORBENT_USED,PLANT_CODE,CP_USEIVTIND,CS_USEIVTIND,IND_USE_IVT_IND,AGG_USEIVTIND,CP_CUMULATIVE_MAXHEAT_INPUTCAP,COMMON_STACK_COMBINED_HEAT,AGG_CUMULATIVE_HEAT_INPUTCAP,SORBENT_MOLECULAR_WEIGHT,SORBENT_RATIO
1007833,2011,PRAIRIE VIEW RDF,,0.0,0.0,,,,,,PROPHTR005,CH (Comfort heater),,0.165,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007833,2011,PRAIRIE VIEW RDF,,0.0,0.0,,,,,,PROPHTR006,CH (Comfort heater),,0.165,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007833,2011,PRAIRIE VIEW RDF,,0.0,13768.80278,0.0,,,,,Engine 5,RICE (Reciprocating internal combustion engine),,,,,,,10.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007833,2011,PRAIRIE VIEW RDF,,0.0,17167.300123,0.0,,,,,Engine 1,RICE (Reciprocating internal combustion engine),,,,,,,10.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007834,2011,"WASTE MANAGEMENT OF WISCONSIN, INC.",,0.0,0.0,,,,,,Gen001,RICE (Reciprocating internal combustion engine),,8.0,Other,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007834,2011,"WASTE MANAGEMENT OF WISCONSIN, INC.",,0.0,0.0,,,,,,Oilhtr001,CH (Comfort heater),,0.175,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007834,2011,"WASTE MANAGEMENT OF WISCONSIN, INC.",,0.0,0.0,,,,,,Oilhtr002,CH (Comfort heater),,0.175,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007834,2011,"WASTE MANAGEMENT OF WISCONSIN, INC.",,0.0,0.0,,,,,,Prophtr001,CH (Comfort heater),,0.4,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007834,2011,"WASTE MANAGEMENT OF WISCONSIN, INC.",,0.0,0.0,,,,,,Prophtr002,CH (Comfort heater),,0.2,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007834,2011,"WASTE MANAGEMENT OF WISCONSIN, INC.",,0.0,0.0,,,,,,Prophtr003,CH (Comfort heater),,0.25,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007834,2011,"WASTE MANAGEMENT OF WISCONSIN, INC.",,0.0,0.0,,,,,,Prophtr004,CH (Comfort heater),,0.075,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007834,2011,"WASTE MANAGEMENT OF WISCONSIN, INC.",,0.0,0.0,,,,,,Prophtr005,CH (Comfort heater),,0.1,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007834,2011,"WASTE MANAGEMENT OF WISCONSIN, INC.",,0.0,0.0,,,,,,Prophtr006,CH (Comfort heater),,0.15,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007834,2011,"WASTE MANAGEMENT OF WISCONSIN, INC.",,0.0,0.0,,,,,,Prophtr007,CH (Comfort heater),,0.15,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007834,2011,"WASTE MANAGEMENT OF WISCONSIN, INC.",,0.0,0.0,,,,,,Prophtr008,CH (Comfort heater),,0.09,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007834,2011,"WASTE MANAGEMENT OF WISCONSIN, INC.",,0.0,0.0,,,,,,prophtr009,CH (Comfort heater),,0.09,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007834,2011,"WASTE MANAGEMENT OF WISCONSIN, INC.",,0.0,0.0,,,,,,Prophtr010,CH (Comfort heater),,0.15,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007834,2011,"WASTE MANAGEMENT OF WISCONSIN, INC.",,0.0,0.0,,,,,,Pump002,OCS (Other combustion source),,8.0,Other,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007834,2011,"WASTE MANAGEMENT OF WISCONSIN, INC.",,0.0,0.0,,,,,,Pwash001,OCS (Other combustion source),,0.657,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007834,2011,"WASTE MANAGEMENT OF WISCONSIN, INC.",,0.0,0.0,,,,,,pwash002,OCS (Other combustion source),,0.325,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007834,2011,"WASTE MANAGEMENT OF WISCONSIN, INC.",,0.0,0.0,,,,,,Pwash003,OCS (Other combustion source),,11.0,Other,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007834,2011,"WASTE MANAGEMENT OF WISCONSIN, INC.",,0.0,12226.899722,0.0,,,,,Engine 1,RICE (Reciprocating internal combustion engine),,,,,,,11.362,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007834,2011,"WASTE MANAGEMENT OF WISCONSIN, INC.",,0.0,16004.407131,0.0,,,,,Engine 5,RICE (Reciprocating internal combustion engine),,,,,,,11.362,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007835,2011,DOUGLAS COUNTY RECYCLING LANDFILL,,0.0,0.0,,,,,,OILHTR001,CH (Comfort heater),,0.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007835,2011,DOUGLAS COUNTY RECYCLING LANDFILL,,0.0,0.0,,,,,,OILHTR002,CH (Comfort heater),,0.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007835,2011,DOUGLAS COUNTY RECYCLING LANDFILL,,0.0,0.0,,,,,,PROPHTR001,CH (Comfort heater),,0.175,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007835,2011,DOUGLAS COUNTY RECYCLING LANDFILL,,0.0,0.0,,,,,,PROPHTR002,CH (Comfort heater),,0.175,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007835,2011,DOUGLAS COUNTY RECYCLING LANDFILL,,0.0,0.0,,,,,,PROPHTR003,CH (Comfort heater),,0.175,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007835,2011,DOUGLAS COUNTY RECYCLING LANDFILL,,0.0,0.0,,,,,,PROPHTR004,CH (Comfort heater),,0.175,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007835,2011,DOUGLAS COUNTY RECYCLING LANDFILL,,0.0,0.0,,,,,,PROPHTR005,CH (Comfort heater),,0.175,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007835,2011,DOUGLAS COUNTY RECYCLING LANDFILL,,0.0,0.0,,,,,,PROPHTR006,CH (Comfort heater),,0.175,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007835,2011,DOUGLAS COUNTY RECYCLING LANDFILL,,0.0,0.0,,,,,,PROPHTR007,CH (Comfort heater),,0.175,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007835,2011,DOUGLAS COUNTY RECYCLING LANDFILL,,0.0,0.0,,,,,,PROPHTR008,CH (Comfort heater),,0.175,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007835,2011,DOUGLAS COUNTY RECYCLING LANDFILL,,0.0,0.0,,,,,,PROPHTR009,CH (Comfort heater),,0.175,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007835,2011,DOUGLAS COUNTY RECYCLING LANDFILL,,0.0,0.0,,,,,,PROPHTR010,CH (Comfort heater),,0.175,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007835,2011,DOUGLAS COUNTY RECYCLING LANDFILL,,0.0,0.0,,,,,,PROPHTR011,CH (Comfort heater),,0.175,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007835,2011,DOUGLAS COUNTY RECYCLING LANDFILL,,0.0,0.0,,,,,,PROPHTR012,CH (Comfort heater),,0.175,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007835,2011,DOUGLAS COUNTY RECYCLING LANDFILL,,0.0,0.0,,,,,,PROPHTR013,CH (Comfort heater),,0.175,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007835,2011,DOUGLAS COUNTY RECYCLING LANDFILL,,0.0,0.0,,,,,,PROPHTR014,CH (Comfort heater),,0.175,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007835,2011,DOUGLAS COUNTY RECYCLING LANDFILL,,0.0,0.0,,,,,,PROPHTR015,CH (Comfort heater),,0.175,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007835,2011,DOUGLAS COUNTY RECYCLING LANDFILL,,0.0,0.0,,,,,,PROPHTR016,CH (Comfort heater),,0.175,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007835,2011,DOUGLAS COUNTY RECYCLING LANDFILL,,0.0,0.0,,,,,,PROPHTR017,CH (Comfort heater),,0.175,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007835,2011,DOUGLAS COUNTY RECYCLING LANDFILL,,0.0,0.0,,,,,,WTRHTR001,"HWH (Heater, hot water)",,0.0004,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007835,2011,DOUGLAS COUNTY RECYCLING LANDFILL,,0.0,0.0,,,,,,WTRHTR002,"HWH (Heater, hot water)",,0.0004,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007835,2011,DOUGLAS COUNTY RECYCLING LANDFILL,,0.0,16513.691428,0.0,,,,,Engine 1,RICE (Reciprocating internal combustion engine),,,,,,,10.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007835,2011,DOUGLAS COUNTY RECYCLING LANDFILL,,0.0,17484.664085,0.0,,,,,Engine 5,RICE (Reciprocating internal combustion engine),,,,,,,10.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007837,2011,Guadalupe Rubbish Disposal Facility,,0.0,0.0,,,,,,BOILER001,OCS (Other combustion source),,5.0,Other,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007837,2011,Guadalupe Rubbish Disposal Facility,,0.0,0.0,,,,,,HTRHTR001,"HWH (Heater, hot water)",,0.34,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007837,2011,Guadalupe Rubbish Disposal Facility,,0.0,0.0,,,,,,PROPHTR001,CH (Comfort heater),,0.8,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007837,2011,Guadalupe Rubbish Disposal Facility,,0.0,0.0,,,,,,PROPHTR002,CH (Comfort heater),,0.15,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007840,2011,Westside Recycling and Disposal Facility,,0.0,19415.1,0.0,,,,,CP-Engine 1,,,,,,,,11.362,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,
1007841,2011,LANCASTER LANDFILL,,0.0,0.0,,,,,,PROPHTR001,CH (Comfort heater),,0.108,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007841,2011,LANCASTER LANDFILL,,0.0,0.0,,,,,,PROPHTR002,CH (Comfort heater),,0.6,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007842,2011,Mitchell Power Station,,,0.0,53.3,,,,,Mitchell Aux. Boiler 2,"OB (Boiler, other)",,27.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007842,2011,Mitchell Power Station,,,0.0,7.7,,,,,Mitchell Aux. Boiler 1,"OB (Boiler, other)",,27.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007843,2011,Willow Island Power Station,,,0.0,1235.6,,,,,Willow Island Aux. Boiler 3B,"OB (Boiler, other)",,20.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007843,2011,Willow Island Power Station,,,0.0,797.0,,,,,Willow Island Aux. Boiler 3A,"OB (Boiler, other)",,20.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007844,2011,Paulsboro Refining Company LLC,,0.0,0.0,,,,,,A-Boiler,"OB (Boiler, other)",,484.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007844,2011,Paulsboro Refining Company LLC,,0.0,0.0,,,,,,B-Boiler,"OB (Boiler, other)",,484.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007844,2011,Paulsboro Refining Company LLC,,0.0,0.0,,,,,,C-Boiler,"OB (Boiler, other)",,484.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007844,2011,Paulsboro Refining Company LLC,,0.0,0.0,,,,,,CCR F-101 Heater,PRH (Process Heater),,30.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007844,2011,Paulsboro Refining Company LLC,,0.0,0.0,,,,,,CCR F-5 Heater,PRH (Process Heater),,50.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007844,2011,Paulsboro Refining Company LLC,,0.0,0.0,,,,,,CCR Feed Heater,PRH (Process Heater),,350.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007844,2011,Paulsboro Refining Company LLC,,0.0,0.0,,,,,,CHD-1 Heater,PRH (Process Heater),,170.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007844,2011,Paulsboro Refining Company LLC,,0.0,0.0,,,,,,CHD-2 Heater,PRH (Process Heater),,18.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007844,2011,Paulsboro Refining Company LLC,,0.0,0.0,,,,,,Coker A-Heater,PRH (Process Heater),,125.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007844,2011,Paulsboro Refining Company LLC,,0.0,0.0,,,,,,Coker B-Heater,PRH (Process Heater),,125.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007844,2011,Paulsboro Refining Company LLC,,0.0,0.0,,,,,,CU6 Heater,PRH (Process Heater),,176.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007844,2011,Paulsboro Refining Company LLC,,0.0,0.0,,,,,,CU7 F-1A Heater,PRH (Process Heater),,107.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007844,2011,Paulsboro Refining Company LLC,,0.0,0.0,,,,,,CU7 F-1 Heater,PRH (Process Heater),,140.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007844,2011,Paulsboro Refining Company LLC,,0.0,0.0,,,,,,CU7 F-2 Heater,PRH (Process Heater),,173.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007844,2011,Paulsboro Refining Company LLC,,0.0,0.0,,,,,,FGDU Heater,PRH (Process Heater),,24.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007844,2011,Paulsboro Refining Company LLC,,0.0,0.0,,,,,,FURF-1 BB-1 Heater,PRH (Process Heater),,70.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007844,2011,Paulsboro Refining Company LLC,,0.0,0.0,,,,,,FURF-1 BB-2 Heater,PRH (Process Heater),,25.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007844,2011,Paulsboro Refining Company LLC,,0.0,0.0,,,,,,FURF-2 B101 Heater,PRH (Process Heater),,69.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007844,2011,Paulsboro Refining Company LLC,,0.0,0.0,,,,,,GTG/HRSG,"CCCT (CC (Turbine, combined cycle))",,715.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007844,2011,Paulsboro Refining Company LLC,,0.0,0.0,,,,,,MLDW Heater,PRH (Process Heater),,49.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007844,2011,Paulsboro Refining Company LLC,,0.0,0.0,,,,,,MVRU,"TODF (Thermal oxidizer, direct fired, no heat reco",,20.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007844,2011,Paulsboro Refining Company LLC,,0.0,0.0,,,,,,NHT Heater,PRH (Process Heater),,43.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007844,2011,Paulsboro Refining Company LLC,,0.0,0.0,,,,,,PDA BB-1 Heater,PRH (Process Heater),,9.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007844,2011,Paulsboro Refining Company LLC,,0.0,0.0,,,,,,PDA BB-2 Heater,PRH (Process Heater),,60.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007844,2011,Paulsboro Refining Company LLC,,0.0,0.0,,,,,,SRU Incinerator,"ICI (Incinerator, commercial and industrial)",,20.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007844,2011,Paulsboro Refining Company LLC,,0.0,0.0,,,,,,TGU 80 Furnace,F (Furnace),,40.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007844,2011,Paulsboro Refining Company LLC,,0.0,0.0,,,,,,TGU 81 Furnace,F (Furnace),,40.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007845,2011,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,,0.0,0.0,,,,,,W10,"SCCT (CT (Turbine, simple cycle combustion))",,691.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007845,2011,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,,0.0,0.0,,,,,,W3,"OB (Boiler, other)",,576.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007845,2011,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,,0.0,0.0,,,,,,W4,"OB (Boiler, other)",,585.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007845,2011,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,,0.0,0.0,,,,,,W5,"OB (Boiler, other)",,633.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007845,2011,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,,0.0,0.0,,,,,,W6,"OB (Boiler, other)",,637.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007845,2011,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,,0.0,0.0,,,,,,W7,"OB (Boiler, other)",,923.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007845,2011,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,,0.0,0.0,,,,,,W8,"OB (Boiler, other)",,922.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007845,2011,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,,0.0,0.0,,,,,,W9,"SCCT (CT (Turbine, simple cycle combustion))",,682.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007846,2011,"WestRock CP, LLC - Seminole Mill (Formerly Smurfit-Stone)",,0.0,0.0,,,,,,22,"OB (Boiler, other)",,215.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007846,2011,"WestRock CP, LLC - Seminole Mill (Formerly Smurfit-Stone)",,0.0,0.0,,,,,,23,"OB (Boiler, other)",,215.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007846,2011,"WestRock CP, LLC - Seminole Mill (Formerly Smurfit-Stone)",,0.0,0.0,,,,,,26,"OB (Boiler, other)",,215.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007847,2011,MID-MISSOURI ENERGY LLC,,0.0,197.2,76177.9,,,,,GP-TO,OCS (Other combustion source),,,,,125.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007848,2011,"RECAST ENERGY LOUISVILLE, LLC",,,0.0,39304.8,,,,,CP-Gas Boilers,OCS (Other combustion source),,,,,,,174.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007851,2011,WASTE MGMT OF OK,,0.0,0.0,,,,,,EGEN001,RICE (Reciprocating internal combustion engine),,60.345,Other,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007852,2011,WASTE MANAGEMENT SKYLINE LANDFILL,,0.0,0.0,,,,,,PROPHTR001,CH (Comfort heater),,0.1,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007852,2011,WASTE MANAGEMENT SKYLINE LANDFILL,,0.0,0.0,,,,,,PROPHTR002,CH (Comfort heater),,0.1,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007852,2011,WASTE MANAGEMENT SKYLINE LANDFILL,,0.0,0.0,,,,,,PROPHTR003,CH (Comfort heater),,0.0592,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007852,2011,WASTE MANAGEMENT SKYLINE LANDFILL,,0.0,0.0,,,,,,PROPHTR004,CH (Comfort heater),,0.092,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007852,2011,WASTE MANAGEMENT SKYLINE LANDFILL,,0.0,0.0,,,,,,PROPHTR005,CH (Comfort heater),,0.1,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007852,2011,WASTE MANAGEMENT SKYLINE LANDFILL,,0.0,0.0,,,,,,PROPHTR006,CH (Comfort heater),,0.093,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007852,2011,WASTE MANAGEMENT SKYLINE LANDFILL,,0.0,0.0,,,,,,PROPHTR007,CH (Comfort heater),,0.089,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007852,2011,WASTE MANAGEMENT SKYLINE LANDFILL,,0.0,0.0,,,,,,PROPHTR008,CH (Comfort heater),,0.013,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007852,2011,WASTE MANAGEMENT SKYLINE LANDFILL,,0.0,0.0,,,,,,PROPHTR009,CH (Comfort heater),,0.013,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007852,2011,WASTE MANAGEMENT SKYLINE LANDFILL,,0.0,0.0,,,,,,PROPHTR010,CH (Comfort heater),,0.013,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007852,2011,WASTE MANAGEMENT SKYLINE LANDFILL,,0.0,0.0,,,,,,PROPHTR011,CH (Comfort heater),,0.013,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007852,2011,WASTE MANAGEMENT SKYLINE LANDFILL,,0.0,0.0,,,,,,PROPHTR012,CH (Comfort heater),,0.013,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007852,2011,WASTE MANAGEMENT SKYLINE LANDFILL,,0.0,0.0,,,,,,PROPHTR013,CH (Comfort heater),,0.013,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007852,2011,WASTE MANAGEMENT SKYLINE LANDFILL,,0.0,0.0,,,,,,PROPHTR014,CH (Comfort heater),,0.013,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007852,2011,WASTE MANAGEMENT SKYLINE LANDFILL,,0.0,0.0,,,,,,PROPHTR015,CH (Comfort heater),,0.013,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
