FACILITY_ID,REPORTING_YEAR,GHG_NAME,GHG_QUANTITY,FACILITY_NAME
1000081,2011,Carbon Dioxide,3557.0,Lambie Energy Center
1000081,2011,Methane,0.07,Lambie Energy Center
1000081,2011,Nitrous Oxide,0.007,Lambie Energy Center
1000082,2011,Biogenic Carbon dioxide,0.0,Goose Haven Energy Center
1000082,2011,Carbon Dioxide,3758.5,Goose Haven Energy Center
1000082,2011,Methane,0.07,Goose Haven Energy Center
1000082,2011,Nitrous Oxide,0.007,Goose Haven Energy Center
1000084,2011,Biogenic Carbon dioxide,0.0,Seminole (136)
1000084,2011,Carbon Dioxide,7888521.3,Seminole (136)
1000084,2011,Methane,929.8,Seminole (136)
1000084,2011,Nitrous Oxide,135.295,Seminole (136)
1000085,2011,Biogenic Carbon dioxide,0.0,Hartwell Energy Facility
1000085,2011,Carbon Dioxide,158419.8,Hartwell Energy Facility
1000085,2011,Methane,2.93,Hartwell Energy Facility
1000085,2011,Nitrous Oxide,0.293,Hartwell Energy Facility
1000087,2011,Biogenic Carbon dioxide,0.0,NRG Energy Center Dover
1000087,2011,Carbon Dioxide,15779.0,NRG Energy Center Dover
1000087,2011,Methane,0.312,NRG Energy Center Dover
1000087,2011,Nitrous Oxide,0.035,NRG Energy Center Dover
1000095,2011,Biogenic Carbon dioxide,0.0,Red Oak Power LLC
1000095,2011,Carbon Dioxide,1958687.2,Red Oak Power LLC
1000095,2011,Methane,36.33,Red Oak Power LLC
1000095,2011,Nitrous Oxide,3.633,Red Oak Power LLC
1000096,2011,Biogenic Carbon dioxide,0.0,Southeast Chicago Energy Project
1000096,2011,Carbon Dioxide,7506.9,Southeast Chicago Energy Project
1000096,2011,Methane,0.15,Southeast Chicago Energy Project
1000096,2011,Nitrous Oxide,0.015,Southeast Chicago Energy Project
1000097,2011,Biogenic Carbon dioxide,0.0,Gila River Power Station
1000097,2011,Carbon Dioxide,1494490.9,Gila River Power Station
1000097,2011,Methane,27.72,Gila River Power Station
1000097,2011,Nitrous Oxide,2.772,Gila River Power Station
1000098,2011,Biogenic Carbon dioxide,0.0,"Wise County Power Company, LLC"
1000098,2011,Carbon Dioxide,1464026.7,"Wise County Power Company, LLC"
1000098,2011,Methane,27.15,"Wise County Power Company, LLC"
1000098,2011,Nitrous Oxide,2.715,"Wise County Power Company, LLC"
1000100,2011,Biogenic Carbon dioxide,0.0,"New Harquahala Generating Company, LLC"
1000100,2011,Carbon Dioxide,203507.8,"New Harquahala Generating Company, LLC"
1000100,2011,Methane,3.77,"New Harquahala Generating Company, LLC"
1000100,2011,Nitrous Oxide,0.377,"New Harquahala Generating Company, LLC"
1000101,2011,Biogenic Carbon dioxide,0.0,Athens Generating Company
1000101,2011,Carbon Dioxide,1565252.1,Athens Generating Company
1000101,2011,Methane,30.94,Athens Generating Company
1000101,2011,Nitrous Oxide,3.094,Athens Generating Company
1000102,2011,Biogenic Carbon dioxide,0.0,Sunrise Power Company
1000102,2011,Carbon Dioxide,516158.8,Sunrise Power Company
1000102,2011,Methane,9.57,Sunrise Power Company
1000102,2011,Nitrous Oxide,0.957,Sunrise Power Company
1000106,2011,Biogenic Carbon dioxide,0.0,Waterford Plant
1000106,2011,Carbon Dioxide,957544.3,Waterford Plant
1000106,2011,Methane,17.76,Waterford Plant
1000106,2011,Nitrous Oxide,1.776,Waterford Plant
1000107,2011,Biogenic Carbon dioxide,0.0,Osprey Energy Center
1000107,2011,Carbon Dioxide,985045.8,Osprey Energy Center
1000107,2011,Methane,18.27,Osprey Energy Center
1000107,2011,Nitrous Oxide,1.827,Osprey Energy Center
1000108,2011,Biogenic Carbon dioxide,0.0,North 1st
1000108,2011,Carbon Dioxide,45290.8,North 1st
1000108,2011,Methane,0.84,North 1st
1000108,2011,Nitrous Oxide,0.084,North 1st
1000109,2011,Carbon Dioxide,79115.1,West Lorain
1000109,2011,Methane,1.46,West Lorain
1000109,2011,Nitrous Oxide,0.146,West Lorain
1000110,2011,Biogenic Carbon dioxide,0.0,Midulla Generating Station
1000110,2011,Carbon Dioxide,1088602.6,Midulla Generating Station
1000110,2011,Methane,20.23,Midulla Generating Station
1000110,2011,Nitrous Oxide,2.03,Midulla Generating Station
1000111,2011,Biogenic Carbon dioxide,0.0,Vernon Boulevard
1000111,2011,Carbon Dioxide,44711.8,Vernon Boulevard
1000111,2011,Methane,0.83,Vernon Boulevard
1000111,2011,Nitrous Oxide,0.083,Vernon Boulevard
1000112,2011,Biogenic Carbon dioxide,0.0,23rd and 3rd
1000112,2011,Carbon Dioxide,100200.2,23rd and 3rd
1000112,2011,Methane,1.86,23rd and 3rd
1000112,2011,Nitrous Oxide,0.186,23rd and 3rd
1000113,2011,Biogenic Carbon dioxide,0.0,Pouch Terminal
1000113,2011,Carbon Dioxide,59169.6,Pouch Terminal
1000113,2011,Methane,1.1,Pouch Terminal
1000113,2011,Nitrous Oxide,0.11,Pouch Terminal
1000114,2011,Biogenic Carbon dioxide,0.0,Brentwood
1000114,2011,Carbon Dioxide,36496.3,Brentwood
1000114,2011,Methane,0.68,Brentwood
1000114,2011,Nitrous Oxide,0.068,Brentwood
1000115,2011,Biogenic Carbon dioxide,0.0,Osceola
1000115,2011,Carbon Dioxide,198390.4,Osceola
1000115,2011,Methane,3.72,Osceola
1000115,2011,Nitrous Oxide,0.38,Osceola
1000116,2011,Biogenic Carbon dioxide,0.0,Harlem River Yard
1000116,2011,Carbon Dioxide,18085.6,Harlem River Yard
1000116,2011,Methane,0.33,Harlem River Yard
1000116,2011,Nitrous Oxide,0.033,Harlem River Yard
1000117,2011,Biogenic Carbon dioxide,0.0,"West Valley Power, LLC"
1000117,2011,Carbon Dioxide,107306.0,"West Valley Power, LLC"
1000117,2011,Methane,1.99,"West Valley Power, LLC"
1000117,2011,Nitrous Oxide,0.199,"West Valley Power, LLC"
1000118,2011,Biogenic Carbon dioxide,0.0,Solway Plant
1000118,2011,Carbon Dioxide,19289.9,Solway Plant
1000118,2011,Methane,0.36,Solway Plant
1000118,2011,Nitrous Oxide,0.037,Solway Plant
1000119,2011,Carbon Dioxide,22689.4,Hoosier Energy Lawrence Co Station
1000119,2011,Methane,0.43,Hoosier Energy Lawrence Co Station
1000119,2011,Nitrous Oxide,0.043,Hoosier Energy Lawrence Co Station
1000120,2011,Biogenic Carbon dioxide,0.0,Evander Andrews Power Complex
1000120,2011,Carbon Dioxide,51501.2,Evander Andrews Power Complex
1000120,2011,Methane,0.96,Evander Andrews Power Complex
1000120,2011,Nitrous Oxide,0.096,Evander Andrews Power Complex
1000121,2011,Biogenic Carbon dioxide,0.0,Warren F. Sam Beasley Pwr Station
1000121,2011,Carbon Dioxide,10747.5,Warren F. Sam Beasley Pwr Station
1000121,2011,Methane,0.22,Warren F. Sam Beasley Pwr Station
1000121,2011,Nitrous Oxide,0.026,Warren F. Sam Beasley Pwr Station
1000122,2011,Biogenic Carbon dioxide,0.0,"Gilroy Energy Center, LLC for King City"
1000122,2011,Carbon Dioxide,3062.8,"Gilroy Energy Center, LLC for King City"
1000122,2011,Methane,0.06,"Gilroy Energy Center, LLC for King City"
1000122,2011,Nitrous Oxide,0.006,"Gilroy Energy Center, LLC for King City"
1000123,2011,Biogenic Carbon dioxide,0.0,Yuba City Energy Center
1000123,2011,Carbon Dioxide,8149.3,Yuba City Energy Center
1000123,2011,Methane,0.15,Yuba City Energy Center
1000123,2011,Nitrous Oxide,0.015,Yuba City Energy Center
1000125,2011,Biogenic Carbon dioxide,0.0,Ackerman Combined Cycle
1000125,2011,Carbon Dioxide,704248.3,Ackerman Combined Cycle
1000125,2011,Methane,13.06,Ackerman Combined Cycle
1000125,2011,Nitrous Oxide,1.306,Ackerman Combined Cycle
1000127,2011,Biogenic Carbon dioxide,0.0,Bethlehem Power Plant
1000127,2011,Carbon Dioxide,1873413.2,Bethlehem Power Plant
1000127,2011,Methane,35.04,Bethlehem Power Plant
1000127,2011,Nitrous Oxide,3.556,Bethlehem Power Plant
1000128,2011,Biogenic Carbon dioxide,0.0,Indigo Generation Facility
1000128,2011,Carbon Dioxide,23575.1,Indigo Generation Facility
1000128,2011,Methane,0.43,Indigo Generation Facility
1000128,2011,Nitrous Oxide,0.043,Indigo Generation Facility
1000129,2011,Biogenic Carbon dioxide,0.0,AL Sandersville
1000129,2011,Carbon Dioxide,8554.9,AL Sandersville
1000129,2011,Methane,0.16,AL Sandersville
1000129,2011,Nitrous Oxide,0.016,AL Sandersville
1000130,2011,Biogenic Carbon dioxide,0.0,Hanford Energy Park Peaker
1000130,2011,Carbon Dioxide,6665.9,Hanford Energy Park Peaker
1000130,2011,Methane,0.12,Hanford Energy Park Peaker
1000130,2011,Nitrous Oxide,0.012,Hanford Energy Park Peaker
1000131,2011,Biogenic Carbon dioxide,0.0,Bayswater Peaking Facility
1000131,2011,Carbon Dioxide,65214.6,Bayswater Peaking Facility
1000131,2011,Methane,1.37,Bayswater Peaking Facility
1000131,2011,Nitrous Oxide,0.166,Bayswater Peaking Facility
1000132,2011,Biogenic Carbon dioxide,0.0,Astoria Gas Turbine Power
1000132,2011,Carbon Dioxide,55939.0,Astoria Gas Turbine Power
1000132,2011,Methane,1.16,Astoria Gas Turbine Power
1000132,2011,Nitrous Oxide,0.137,Astoria Gas Turbine Power
1000133,2011,Biogenic Carbon dioxide,0.0,Pastoria Energy Facility
1000133,2011,Carbon Dioxide,1136133.5,Pastoria Energy Facility
1000133,2011,Methane,21.08,Pastoria Energy Facility
1000133,2011,Nitrous Oxide,2.108,Pastoria Energy Facility
1000135,2011,Biogenic Carbon dioxide,0.0,"LSP University Park, LLC"
1000135,2011,Carbon Dioxide,74876.1,"LSP University Park, LLC"
1000135,2011,Methane,1.39,"LSP University Park, LLC"
1000135,2011,Nitrous Oxide,0.139,"LSP University Park, LLC"
1000136,2011,Biogenic Carbon dioxide,0.0,Riverside Energy Center
1000136,2011,Carbon Dioxide,330249.1,Riverside Energy Center
1000136,2011,Methane,6.12,Riverside Energy Center
1000136,2011,Nitrous Oxide,0.612,Riverside Energy Center
1000138,2011,Biogenic Carbon dioxide,0.0,Lawrenceburg Energy Facility
1000138,2011,Carbon Dioxide,1588995.4,Lawrenceburg Energy Facility
1000138,2011,Methane,29.46,Lawrenceburg Energy Facility
1000138,2011,Nitrous Oxide,2.946,Lawrenceburg Energy Facility
1000141,2011,Biogenic Carbon dioxide,0.0,Blue Spruce Energy Center
1000141,2011,Carbon Dioxide,191656.0,Blue Spruce Energy Center
1000141,2011,Methane,3.62,Blue Spruce Energy Center
1000141,2011,Nitrous Oxide,0.374,Blue Spruce Energy Center
1000144,2011,Biogenic Carbon dioxide,0.0,Chehalis Generation Facility
1000144,2011,Carbon Dioxide,280666.4,Chehalis Generation Facility
1000144,2011,Methane,5.21,Chehalis Generation Facility
1000144,2011,Nitrous Oxide,0.521,Chehalis Generation Facility
1000145,2011,Biogenic Carbon dioxide,0.0,Harrison County Power Project
1000145,2011,Carbon Dioxide,358047.8,Harrison County Power Project
1000145,2011,Methane,6.64,Harrison County Power Project
1000145,2011,Nitrous Oxide,0.664,Harrison County Power Project
1000146,2011,Biogenic Carbon dioxide,0.0,"Lower Mount Bethel Energy, LLC"
1000146,2011,Carbon Dioxide,1399125.5,"Lower Mount Bethel Energy, LLC"
1000146,2011,Methane,25.95,"Lower Mount Bethel Energy, LLC"
1000146,2011,Nitrous Oxide,2.595,"Lower Mount Bethel Energy, LLC"
1000147,2011,Biogenic Carbon dioxide,0.0,Larkspur Energy Faciity
1000147,2011,Carbon Dioxide,19776.7,Larkspur Energy Faciity
1000147,2011,Methane,0.37,Larkspur Energy Faciity
1000147,2011,Nitrous Oxide,0.037,Larkspur Energy Faciity
1000148,2011,Carbon Dioxide,40010.9,Chambersburg Units 12 & 13
1000148,2011,Methane,0.75,Chambersburg Units 12 & 13
1000148,2011,Nitrous Oxide,0.075,Chambersburg Units 12 & 13
1000149,2011,Biogenic Carbon dioxide,0.0,Taconite Harbor Energy Center
1000149,2011,Carbon Dioxide,1325231.0,Taconite Harbor Energy Center
1000149,2011,Methane,13.96,Taconite Harbor Energy Center
1000149,2011,Nitrous Oxide,22.265,Taconite Harbor Energy Center
1000150,2011,Biogenic Carbon dioxide,0.0,Chuck Lenzie Generating Station
1000150,2011,Carbon Dioxide,2394762.36,Chuck Lenzie Generating Station
1000150,2011,Methane,44.42,Chuck Lenzie Generating Station
1000150,2011,Nitrous Oxide,4.44,Chuck Lenzie Generating Station
1000151,2011,Biogenic Carbon dioxide,0.0,Peno Creek Energy Center
1000151,2011,Carbon Dioxide,58959.0,Peno Creek Energy Center
1000151,2011,Methane,1.09,Peno Creek Energy Center
1000151,2011,Nitrous Oxide,0.109,Peno Creek Energy Center
1000153,2011,Biogenic Carbon dioxide,0.0,"Dynegy Hanging Rock, II LLC"
1000153,2011,Carbon Dioxide,2365241.3,"Dynegy Hanging Rock, II LLC"
1000153,2011,Methane,43.87,"Dynegy Hanging Rock, II LLC"
1000153,2011,Nitrous Oxide,4.387,"Dynegy Hanging Rock, II LLC"
1000157,2011,Biogenic Carbon dioxide,0.0,Hardin Generating Station
1000157,2011,Carbon Dioxide,766465.7,Hardin Generating Station
1000157,2011,Methane,88.63,Hardin Generating Station
1000157,2011,Nitrous Oxide,12.892,Hardin Generating Station
1000161,2011,Biogenic Carbon dioxide,0.0,Redding Power Plant
1000161,2011,Carbon Dioxide,23957.9,Redding Power Plant
1000161,2011,Methane,0.46,Redding Power Plant
1000161,2011,Nitrous Oxide,0.046,Redding Power Plant
1000162,2011,Biogenic Carbon dioxide,0.0,Lordsburg Generating Station
1000162,2011,Carbon Dioxide,14484.2,Lordsburg Generating Station
1000162,2011,Methane,0.27,Lordsburg Generating Station
1000162,2011,Nitrous Oxide,0.027,Lordsburg Generating Station
1000163,2011,Biogenic Carbon dioxide,0.0,Mill Creek Combustion Turbine Sta
1000163,2011,Carbon Dioxide,91013.0,Mill Creek Combustion Turbine Sta
1000163,2011,Methane,1.69,Mill Creek Combustion Turbine Sta
1000163,2011,Nitrous Oxide,0.17,Mill Creek Combustion Turbine Sta
1000168,2011,Biogenic Carbon dioxide,0.0,"Dynegy Energy Washington II, LLC"
1000168,2011,Carbon Dioxide,1140864.7,"Dynegy Energy Washington II, LLC"
1000168,2011,Methane,21.16,"Dynegy Energy Washington II, LLC"
1000168,2011,Nitrous Oxide,2.116,"Dynegy Energy Washington II, LLC"
1000169,2011,Biogenic Carbon dioxide,0.0,Raccoon Creek Power Plant
1000169,2011,Carbon Dioxide,22910.8,Raccoon Creek Power Plant
1000169,2011,Methane,0.42,Raccoon Creek Power Plant
1000169,2011,Nitrous Oxide,0.042,Raccoon Creek Power Plant
1000170,2011,Biogenic Carbon dioxide,0.0,Newington Energy
1000170,2011,Carbon Dioxide,1071620.6,Newington Energy
1000170,2011,Methane,19.89,Newington Energy
1000170,2011,Nitrous Oxide,1.99,Newington Energy
1000171,2011,Biogenic Carbon dioxide,0.0,Choctaw County Gen
1000171,2011,Carbon Dioxide,195442.4,Choctaw County Gen
1000171,2011,Methane,3.62,Choctaw County Gen
1000171,2011,Nitrous Oxide,0.362,Choctaw County Gen
1000173,2011,Biogenic Carbon dioxide,0.0,DTE East China
1000173,2011,Carbon Dioxide,17225.4,DTE East China
1000173,2011,Methane,0.32,DTE East China
1000173,2011,Nitrous Oxide,0.032,DTE East China
1000174,2011,Carbon Dioxide,17630.0,Buchanan Units 1 & 2
1000174,2011,Methane,0.33,Buchanan Units 1 & 2
1000174,2011,Nitrous Oxide,0.033,Buchanan Units 1 & 2
1000175,2011,Biogenic Carbon dioxide,0.0,Los Esteros Critical Energy Fac
1000175,2011,Carbon Dioxide,36346.9,Los Esteros Critical Energy Fac
1000175,2011,Methane,0.69,Los Esteros Critical Energy Fac
1000175,2011,Nitrous Oxide,0.069,Los Esteros Critical Energy Fac
1000181,2011,Biogenic Carbon dioxide,0.0,Pyramid Generating Station
1000181,2011,Carbon Dioxide,22269.9,Pyramid Generating Station
1000181,2011,Methane,0.5,Pyramid Generating Station
1000181,2011,Nitrous Oxide,0.067,Pyramid Generating Station
1000182,2011,Biogenic Carbon dioxide,0.0,Kalkaska Ct Project #1
1000182,2011,Carbon Dioxide,13547.2,Kalkaska Ct Project #1
1000182,2011,Methane,0.25,Kalkaska Ct Project #1
1000182,2011,Nitrous Oxide,0.025,Kalkaska Ct Project #1
1000185,2011,Biogenic Carbon dioxide,0.0,Magnet Cove Generating Station
1000185,2011,Carbon Dioxide,251816.4,Magnet Cove Generating Station
1000185,2011,Methane,4.67,Magnet Cove Generating Station
1000185,2011,Nitrous Oxide,0.467,Magnet Cove Generating Station
1000188,2011,Biogenic Carbon dioxide,0.0,Lamar
1000188,2011,Carbon Dioxide,51778.3,Lamar
1000188,2011,Methane,6.119,Lamar
1000188,2011,Nitrous Oxide,0.89,Lamar
1000190,2011,Biogenic Carbon dioxide,0.0,Silver Creek Generating Plant
1000190,2011,Carbon Dioxide,105320.9,Silver Creek Generating Plant
1000190,2011,Methane,1.95,Silver Creek Generating Plant
1000190,2011,Nitrous Oxide,0.195,Silver Creek Generating Plant
1000192,2011,Biogenic Carbon dioxide,0.0,Labadie
1000192,2011,Carbon Dioxide,18091197.5,Labadie
1000192,2011,Methane,2091.55,Labadie
1000192,2011,Nitrous Oxide,304.225,Labadie
1000200,2011,Biogenic Carbon dioxide,0.0,Butler-Warner Generation Plant
1000200,2011,Carbon Dioxide,27851.0,Butler-Warner Generation Plant
1000200,2011,Methane,0.58,Butler-Warner Generation Plant
1000200,2011,Nitrous Oxide,0.058,Butler-Warner Generation Plant
1000203,2011,Biogenic Carbon dioxide,0.0,Lakefield Junction Generating
1000203,2011,Carbon Dioxide,68852.0,Lakefield Junction Generating
1000203,2011,Methane,1.28,Lakefield Junction Generating
1000203,2011,Nitrous Oxide,0.128,Lakefield Junction Generating
1000207,2011,Biogenic Carbon dioxide,0.0,Grays Harbor Energy Center
1000207,2011,Carbon Dioxide,119349.3,Grays Harbor Energy Center
1000207,2011,Methane,2.21,Grays Harbor Energy Center
1000207,2011,Nitrous Oxide,0.221,Grays Harbor Energy Center
1000208,2011,Biogenic Carbon dioxide,0.0,AMP-Ohio Gas Turbines Bowling Green
1000208,2011,Carbon Dioxide,1566.1,AMP-Ohio Gas Turbines Bowling Green
1000208,2011,Methane,0.03,AMP-Ohio Gas Turbines Bowling Green
1000208,2011,Nitrous Oxide,0.003,AMP-Ohio Gas Turbines Bowling Green
1000209,2011,Biogenic Carbon dioxide,0.0,OMEGA JV2 Bowling Green
1000209,2011,Carbon Dioxide,1525.7,OMEGA JV2 Bowling Green
1000209,2011,Methane,0.03,OMEGA JV2 Bowling Green
1000209,2011,Nitrous Oxide,0.003,OMEGA JV2 Bowling Green
1000211,2011,Biogenic Carbon dioxide,0.0,Elk River
1000211,2011,Carbon Dioxide,26462.0,Elk River
1000211,2011,Methane,0.51,Elk River
1000211,2011,Nitrous Oxide,0.054,Elk River
1000221,2011,Biogenic Carbon dioxide,0.0,Alfred L Pierce Generating Station
1000221,2011,Carbon Dioxide,3148.1,Alfred L Pierce Generating Station
1000221,2011,Methane,0.074,Alfred L Pierce Generating Station
1000221,2011,Nitrous Oxide,0.01,Alfred L Pierce Generating Station
1000222,2011,Biogenic Carbon dioxide,0.0,Sumpter Plant
1000222,2011,Carbon Dioxide,32111.0,Sumpter Plant
1000222,2011,Methane,0.59,Sumpter Plant
1000222,2011,Nitrous Oxide,0.059,Sumpter Plant
1000223,2011,Biogenic Carbon dioxide,0.0,Greater Des Moines Energy Center
1000223,2011,Carbon Dioxide,107713.1,Greater Des Moines Energy Center
1000223,2011,Methane,1.99,Greater Des Moines Energy Center
1000223,2011,Nitrous Oxide,0.199,Greater Des Moines Energy Center
1000224,2011,Biogenic Carbon dioxide,21.0,Lake
1000224,2011,Carbon Dioxide,4885.6,Lake
1000224,2011,Methane,0.09,Lake
1000224,2011,Nitrous Oxide,0.009,Lake
1000237,2011,Biogenic Carbon dioxide,0.0,Sundance Power Plant
1000237,2011,Carbon Dioxide,71748.4,Sundance Power Plant
1000237,2011,Methane,1.32,Sundance Power Plant
1000237,2011,Nitrous Oxide,0.132,Sundance Power Plant
1000241,2011,Biogenic Carbon dioxide,0.0,Kyrene Generating Station
1000241,2011,Carbon Dioxide,210162.2,Kyrene Generating Station
1000241,2011,Methane,3.9,Kyrene Generating Station
1000241,2011,Nitrous Oxide,0.39,Kyrene Generating Station
1000244,2011,Biogenic Carbon dioxide,0.0,Bennett Mountain Power Project
1000244,2011,Carbon Dioxide,28031.2,Bennett Mountain Power Project
1000244,2011,Methane,0.52,Bennett Mountain Power Project
1000244,2011,Nitrous Oxide,0.052,Bennett Mountain Power Project
1000246,2011,Carbon Dioxide,22513.8,Frank M Tait Station
1000246,2011,Methane,0.42,Frank M Tait Station
1000246,2011,Nitrous Oxide,0.042,Frank M Tait Station
1000250,2011,Biogenic Carbon dioxide,0.0,Santan
1000250,2011,Carbon Dioxide,848426.6,Santan
1000250,2011,Methane,15.74,Santan
1000250,2011,Nitrous Oxide,1.574,Santan
1000252,2011,Biogenic Carbon dioxide,0.0,City Point Energy Center
1000252,2011,Carbon Dioxide,616888.1,City Point Energy Center
1000252,2011,Methane,72.91,City Point Energy Center
1000252,2011,Nitrous Oxide,10.604,City Point Energy Center
1000255,2011,Biogenic Carbon dioxide,0.0,"Optim Energy Altura Cogen, LLC"
1000255,2011,Carbon Dioxide,1930172.4,"Optim Energy Altura Cogen, LLC"
1000255,2011,Methane,35.81,"Optim Energy Altura Cogen, LLC"
1000255,2011,Nitrous Oxide,3.581,"Optim Energy Altura Cogen, LLC"
1000257,2011,Biogenic Carbon dioxide,0.0,Mecklenburg Power Station
1000257,2011,Carbon Dioxide,250095.9,Mecklenburg Power Station
1000257,2011,Methane,29.13,Mecklenburg Power Station
1000257,2011,Nitrous Oxide,4.242,Mecklenburg Power Station
1000263,2011,Biogenic Carbon dioxide,0.0,Gordonsville Power Station
1000263,2011,Carbon Dioxide,356386.6,Gordonsville Power Station
1000263,2011,Methane,6.53,Gordonsville Power Station
1000263,2011,Nitrous Oxide,0.653,Gordonsville Power Station
1000264,2011,Biogenic Carbon dioxide,0.0,Goose Creek Power Plant
1000264,2011,Carbon Dioxide,48983.7,Goose Creek Power Plant
1000264,2011,Methane,0.9,Goose Creek Power Plant
1000264,2011,Nitrous Oxide,0.09,Goose Creek Power Plant
1000265,2011,Biogenic Carbon dioxide,0.0,"Dynegy Energy Fayette, II LLC"
1000265,2011,Carbon Dioxide,1348100.3,"Dynegy Energy Fayette, II LLC"
1000265,2011,Methane,25.0,"Dynegy Energy Fayette, II LLC"
