GHGAS_LINEAR_CHEMICAL_FORMULA,FACILITY_ID,OTHER_GHGAS_LINEAR_CHEMFORM,GROUP_OF_FLUORINATED_GHG,OTHER_GHGAS_CAS_REGISTRY_NUM,OTHERGHGASNAME,GHGASNAME,REPORTING_YEAR,FACILITY_NAME,GHGASQUANTITY,GHGAS_CAS_REGISTRY_NUMBER
C2F6,1009735,,,,,PFC-116 (Perfluoroethane),2020,"Skyworks Solutions, Inc.",1.454,76-16-4
C2F6,1009738,,,,,PFC-116 (Perfluoroethane),2020,X-FAB Texas Inc.,2.7094,76-16-4
C2F6,1009792,,,,,PFC-116 (Perfluoroethane),2020,Microchip Technology,5.4021,76-16-4
C2F6,1009805,,,,,PFC-116 (Perfluoroethane),2020,"Micron Technology, Inc.",1.4171,76-16-4
C2F6,1009807,,,,,PFC-116 (Perfluoroethane),2020,Polar Semiconductor LLC,0.3866,76-16-4
C2F6,1009872,,,,,PFC-116 (Perfluoroethane),2020,Samsung Austin Semiconductor,4.62,76-16-4
C2F6,1009928,,,,,PFC-116 (Perfluoroethane),2020,Robert Bosch Semiconductor LLC,0.0718,76-16-4
C2F6,1009951,,,,,PFC-116 (Perfluoroethane),2020,Infineon Technologies Americas Corp,0.4768,76-16-4
C2F6,1009982,,,,,PFC-116 (Perfluoroethane),2020,Analog Devices Inc,2.5849,76-16-4
C2F6,1010005,,,,,PFC-116 (Perfluoroethane),2020,Tower Semiconductor,0.5295,76-16-4
C2F6,1010033,,,,,PFC-116 (Perfluoroethane),2020,QORVO,0.0129,76-16-4
C2F6,1010066,,,,,PFC-116 (Perfluoroethane),2020,NXP Semiconductors - EB site,0.2552,76-16-4
C2F6,1010067,,,,,PFC-116 (Perfluoroethane),2020,NXP Semiconductors - OH site,1.7939,76-16-4
C2F6,1010083,,,,,PFC-116 (Perfluoroethane),2020,NXP Semiconductors Chandler Site,0.65,76-16-4
C2F6,1010134,,,,,PFC-116 (Perfluoroethane),2020,Texas Instruments - Sherman,2.041,76-16-4
C2F6,1010139,,,,,PFC-116 (Perfluoroethane),2020,Newport Fab LLC (dba TowerJazz),0.9082,76-16-4
C2F6,1010141,,,,,PFC-116 (Perfluoroethane),2020,Cypress Semiconductor,0.302,76-16-4
C2F6,1010208,,,,,PFC-116 (Perfluoroethane),2020,Texas Instruments Incorporated - Maine Fab,1.7477,76-16-4
C2F6,1010241,,,,,PFC-116 (Perfluoroethane),2020,Honeywell Aerospace - Plymouth,0.0519,76-16-4
C2F6,1010254,,,,,PFC-116 (Perfluoroethane),2020,"Qorvo US, Inc.",2.9444,76-16-4
C2F6,1010586,,,,,PFC-116 (Perfluoroethane),2020,GLOBALFOUNDRIES U.S. Inc. Fab 8,0.0777,76-16-4
C2F6,1011813,,,,,PFC-116 (Perfluoroethane),2020,Qorvo Texas LLC,1.9282,76-16-4
C2F6,1012448,,,,,PFC-116 (Perfluoroethane),2020,Wolfspeed RTP,1.532,76-16-4
C2F6,1012992,,,,,PFC-116 (Perfluoroethane),2020,Aptina LLC,0.0062,76-16-4
C2H3F3,1009738,,,,,HFC-143a,2020,X-FAB Texas Inc.,0.0003,420-46-2
C2H3F3,1009872,,,,,HFC-143a,2020,Samsung Austin Semiconductor,0.1072,420-46-2
C2HF5,1009738,,,,,HFC-125,2020,X-FAB Texas Inc.,0.009,354-33-6
C2HF5,1009872,,,,,HFC-125,2020,Samsung Austin Semiconductor,0.0907,354-33-6
C3F8,1003945,,,,,PFC-218 (Perfluoropropane),2020,TEXAS INSTRUMENTS NORTH CAMPUS,3.0896,76-19-7
C3F8,1004300,,,,,PFC-218 (Perfluoropropane),2020,Onsemi East Fishkill Facility,0.0,76-19-7
C3F8,1004883,,,,,PFC-218 (Perfluoropropane),2020,MICROCHIP TECHNOLOGY INC,1.313,76-19-7
C3F8,1005759,,,,,PFC-218 (Perfluoropropane),2020,"Wolfspeed, Inc",0.0572,76-19-7
C3F8,1008059,,,,,PFC-218 (Perfluoropropane),2020,Texas Instruments Richardson,0.0001,76-19-7
C3F8,1008768,,,,,PFC-218 (Perfluoropropane),2020,Microchip Technology Inc.,0.5323,76-19-7
C3F8,1009807,,,,,PFC-218 (Perfluoropropane),2020,Polar Semiconductor LLC,1.5224,76-19-7
C3F8,1009928,,,,,PFC-218 (Perfluoropropane),2020,Robert Bosch Semiconductor LLC,0.1764,76-19-7
C3F8,1010134,,,,,PFC-218 (Perfluoropropane),2020,Texas Instruments - Sherman,0.655,76-19-7
C3F8,1010139,,,,,PFC-218 (Perfluoropropane),2020,Newport Fab LLC (dba TowerJazz),1.2378,76-19-7
C3F8,1010241,,,,,PFC-218 (Perfluoropropane),2020,Honeywell Aerospace - Plymouth,0.0816,76-19-7
C3F8,1012448,,,,,PFC-218 (Perfluoropropane),2020,Wolfspeed RTP,0.1634,76-19-7
C3F8,1012992,,,,,PFC-218 (Perfluoropropane),2020,Aptina LLC,0.0191,76-19-7
"C4F9OC2H5, (CF3)2CFCF2OC2H5",1000354,,,,,"HFE-569sf2, (HFE-7200) Isomer blend",2020,SKYWATER TECHNOLOGY INC,0.1188,"163702-05-4, 163702-06-5"
"C4F9OC2H5, (CF3)2CFCF2OC2H5",1003726,,,,,"HFE-569sf2, (HFE-7200) Isomer blend",2020,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,0.6474,"163702-05-4, 163702-06-5"
"C4F9OC2H5, (CF3)2CFCF2OC2H5",1004371,,,,,"HFE-569sf2, (HFE-7200) Isomer blend",2020,INTEL CORPORATION - Ocotillo Campus,0.0,"163702-05-4, 163702-06-5"
"C4F9OC2H5, (CF3)2CFCF2OC2H5",1009556,,,,,"HFE-569sf2, (HFE-7200) Isomer blend",2020,Texas Instruments- Lehi Fab,0.1425,"163702-05-4, 163702-06-5"
"C4F9OC2H5, (CF3)2CFCF2OC2H5",1009805,,,,,"HFE-569sf2, (HFE-7200) Isomer blend",2020,"Micron Technology, Inc.",0.2237,"163702-05-4, 163702-06-5"
"C4F9OC2H5, (CF3)2CFCF2OC2H5",1009928,,,,,"HFE-569sf2, (HFE-7200) Isomer blend",2020,Robert Bosch Semiconductor LLC,0.065,"163702-05-4, 163702-06-5"
"C4F9OC2H5, (CF3)2CFCF2OC2H5",1010083,,,,,"HFE-569sf2, (HFE-7200) Isomer blend",2020,NXP Semiconductors Chandler Site,0.049,"163702-05-4, 163702-06-5"
"C4F9OC2H5, (CF3)2CFCF2OC2H5",1012992,,,,,"HFE-569sf2, (HFE-7200) Isomer blend",2020,Aptina LLC,0.21,"163702-05-4, 163702-06-5"
"C4F9OCH3, (CF3)2CFCF2OCH3",1003726,,,,,"HFE-449sl, (HFE-7100) Isomer blend",2020,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,1.4355,"163702-07-6, 163702-08-7"
"C4F9OCH3, (CF3)2CFCF2OCH3",1003759,,,,,"HFE-449sl, (HFE-7100) Isomer blend",2020,"Analog Devices, Inc./ Wilmington Manufacturing",0.029,"163702-07-6, 163702-08-7"
"C4F9OCH3, (CF3)2CFCF2OCH3",1003997,,,,,"HFE-449sl, (HFE-7100) Isomer blend",2020,INTEL CORPORATION - RIO RANCHO FACILITY,0.01,"163702-07-6, 163702-08-7"
"C4F9OCH3, (CF3)2CFCF2OCH3",1004006,,,,,"HFE-449sl, (HFE-7100) Isomer blend",2020,INTEL CORPORATION RONLER ACRES CAMPUS,0.14,"163702-07-6, 163702-08-7"
"C4F9OCH3, (CF3)2CFCF2OCH3",1004371,,,,,"HFE-449sl, (HFE-7100) Isomer blend",2020,INTEL CORPORATION - Ocotillo Campus,0.02,"163702-07-6, 163702-08-7"
"C4F9OCH3, (CF3)2CFCF2OCH3",1010241,,,,,"HFE-449sl, (HFE-7100) Isomer blend",2020,Honeywell Aerospace - Plymouth,0.1415,"163702-07-6, 163702-08-7"
C6F14,1011813,,,,,"PFC-5-1-14 (Perfluorohexane, FC 72)",2020,Qorvo Texas LLC,0.0129,355-42-0
C-C4F8,1000354,,,,,Perfluorocyclobutane,2020,SKYWATER TECHNOLOGY INC,0.0055,115-25-3
C-C4F8,1003726,,,,,Perfluorocyclobutane,2020,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,1.0006,115-25-3
C-C4F8,1003759,,,,,Perfluorocyclobutane,2020,"Analog Devices, Inc./ Wilmington Manufacturing",0.0887,115-25-3
C-C4F8,1003945,,,,,Perfluorocyclobutane,2020,TEXAS INSTRUMENTS NORTH CAMPUS,0.1238,115-25-3
C-C4F8,1003997,,,,,Perfluorocyclobutane,2020,INTEL CORPORATION - RIO RANCHO FACILITY,0.06,115-25-3
C-C4F8,1004006,,,,,Perfluorocyclobutane,2020,INTEL CORPORATION RONLER ACRES CAMPUS,0.488,115-25-3
C-C4F8,1004300,,,,,Perfluorocyclobutane,2020,Onsemi East Fishkill Facility,0.0105,115-25-3
C-C4F8,1004371,,,,,Perfluorocyclobutane,2020,INTEL CORPORATION - Ocotillo Campus,0.671,115-25-3
C-C4F8,1004412,,,,,Perfluorocyclobutane,2020,GE GLOBAL RESEARCH CENTER,0.0092,115-25-3
C-C4F8,1004746,,,,,Perfluorocyclobutane,2020,ANALOG DEVICES,0.1116,115-25-3
C-C4F8,1004883,,,,,Perfluorocyclobutane,2020,MICROCHIP TECHNOLOGY INC,0.023,115-25-3
C-C4F8,1005759,,,,,Perfluorocyclobutane,2020,"Wolfspeed, Inc",0.0067,115-25-3
C-C4F8,1007527,,,,,Perfluorocyclobutane,2020,ON Semiconductor,0.0533,115-25-3
C-C4F8,1008059,,,,,Perfluorocyclobutane,2020,Texas Instruments Richardson,0.0145,115-25-3
C-C4F8,1008262,,,,,Perfluorocyclobutane,2020,"Jireh Semiconductor, Inc.",0.2846,115-25-3
C-C4F8,1008734,,,,,Perfluorocyclobutane,2020,Avago Technologies,0.0106,115-25-3
C-C4F8,1008768,,,,,Perfluorocyclobutane,2020,Microchip Technology Inc.,0.0083,115-25-3
C-C4F8,1008930,,,,,Perfluorocyclobutane,2020,LA Semiconductor,0.0338,115-25-3
C-C4F8,1009361,,,,,Perfluorocyclobutane,2020,WaferTech LLC,0.6409,115-25-3
C-C4F8,1009556,,,,,Perfluorocyclobutane,2020,Texas Instruments- Lehi Fab,0.1867,115-25-3
C-C4F8,1009580,,,,,Perfluorocyclobutane,2020,Fairchild Semiconductor,0.07,115-25-3
C-C4F8,1009581,,,,,Perfluorocyclobutane,2020,Diodes US Manufacturing Incorporated,0.218,115-25-3
C-C4F8,1009792,,,,,Perfluorocyclobutane,2020,Microchip Technology,0.0432,115-25-3
C-C4F8,1009805,,,,,Perfluorocyclobutane,2020,"Micron Technology, Inc.",0.2328,115-25-3
C-C4F8,1009807,,,,,Perfluorocyclobutane,2020,Polar Semiconductor LLC,0.0095,115-25-3
C-C4F8,1009872,,,,,Perfluorocyclobutane,2020,Samsung Austin Semiconductor,0.3693,115-25-3
C-C4F8,1009928,,,,,Perfluorocyclobutane,2020,Robert Bosch Semiconductor LLC,0.001,115-25-3
C-C4F8,1010005,,,,,Perfluorocyclobutane,2020,Tower Semiconductor,0.042,115-25-3
C-C4F8,1010066,,,,,Perfluorocyclobutane,2020,NXP Semiconductors - EB site,0.0442,115-25-3
C-C4F8,1010067,,,,,Perfluorocyclobutane,2020,NXP Semiconductors - OH site,0.1494,115-25-3
C-C4F8,1010139,,,,,Perfluorocyclobutane,2020,Newport Fab LLC (dba TowerJazz),0.0682,115-25-3
C-C4F8,1010141,,,,,Perfluorocyclobutane,2020,Cypress Semiconductor,0.574,115-25-3
C-C4F8,1010208,,,,,Perfluorocyclobutane,2020,Texas Instruments Incorporated - Maine Fab,0.0398,115-25-3
C-C4F8,1010241,,,,,Perfluorocyclobutane,2020,Honeywell Aerospace - Plymouth,0.0166,115-25-3
C-C4F8,1010586,,,,,Perfluorocyclobutane,2020,GLOBALFOUNDRIES U.S. Inc. Fab 8,0.012,115-25-3
C-C4F8,1012448,,,,,Perfluorocyclobutane,2020,Wolfspeed RTP,0.0127,115-25-3
C-C4F8,1012992,,,,,Perfluorocyclobutane,2020,Aptina LLC,0.0136,115-25-3
c-C5F8,1000354,,,,,PFC C-1418,2020,SKYWATER TECHNOLOGY INC,0.002,559-40-0
c-C5F8,1003726,,,,,PFC C-1418,2020,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,0.0186,559-40-0
c-C5F8,1003759,,,,,PFC C-1418,2020,"Analog Devices, Inc./ Wilmington Manufacturing",0.0002,559-40-0
c-C5F8,1003945,,,,,PFC C-1418,2020,TEXAS INSTRUMENTS NORTH CAMPUS,0.0784,559-40-0
c-C5F8,1004300,,,,,PFC C-1418,2020,Onsemi East Fishkill Facility,0.0003,559-40-0
c-C5F8,1004746,,,,,PFC C-1418,2020,ANALOG DEVICES,0.0005,559-40-0
c-C5F8,1004883,,,,,PFC C-1418,2020,MICROCHIP TECHNOLOGY INC,0.033,559-40-0
c-C5F8,1005759,,,,,PFC C-1418,2020,"Wolfspeed, Inc",0.002,559-40-0
c-C5F8,1007527,,,,,PFC C-1418,2020,ON Semiconductor,0.0052,559-40-0
c-C5F8,1008059,,,,,PFC C-1418,2020,Texas Instruments Richardson,0.1076,559-40-0
c-C5F8,1008262,,,,,PFC C-1418,2020,"Jireh Semiconductor, Inc.",0.0065,559-40-0
c-C5F8,1008734,,,,,PFC C-1418,2020,Avago Technologies,0.0007,559-40-0
c-C5F8,1008768,,,,,PFC C-1418,2020,Microchip Technology Inc.,0.0037,559-40-0
c-C5F8,1008930,,,,,PFC C-1418,2020,LA Semiconductor,0.0033,559-40-0
c-C5F8,1009361,,,,,PFC C-1418,2020,WaferTech LLC,0.0074,559-40-0
c-C5F8,1009580,,,,,PFC C-1418,2020,Fairchild Semiconductor,0.002,559-40-0
c-C5F8,1009581,,,,,PFC C-1418,2020,Diodes US Manufacturing Incorporated,0.0012,559-40-0
c-C5F8,1009735,,,,,PFC C-1418,2020,"Skyworks Solutions, Inc.",0.0003,559-40-0
c-C5F8,1009738,,,,,PFC C-1418,2020,X-FAB Texas Inc.,0.0001,559-40-0
c-C5F8,1009792,,,,,PFC C-1418,2020,Microchip Technology,0.0172,559-40-0
c-C5F8,1009807,,,,,PFC C-1418,2020,Polar Semiconductor LLC,0.0021,559-40-0
c-C5F8,1009928,,,,,PFC C-1418,2020,Robert Bosch Semiconductor LLC,0.0001,559-40-0
c-C5F8,1009951,,,,,PFC C-1418,2020,Infineon Technologies Americas Corp,0.0007,559-40-0
c-C5F8,1009982,,,,,PFC C-1418,2020,Analog Devices Inc,0.005,559-40-0
c-C5F8,1010005,,,,,PFC C-1418,2020,Tower Semiconductor,0.0138,559-40-0
c-C5F8,1010033,,,,,PFC C-1418,2020,QORVO,0.0002,559-40-0
c-C5F8,1010066,,,,,PFC C-1418,2020,NXP Semiconductors - EB site,0.006,559-40-0
c-C5F8,1010067,,,,,PFC C-1418,2020,NXP Semiconductors - OH site,0.0111,559-40-0
c-C5F8,1010083,,,,,PFC C-1418,2020,NXP Semiconductors Chandler Site,0.0027,559-40-0
c-C5F8,1010134,,,,,PFC C-1418,2020,Texas Instruments - Sherman,0.001,559-40-0
c-C5F8,1010139,,,,,PFC C-1418,2020,Newport Fab LLC (dba TowerJazz),0.0054,559-40-0
c-C5F8,1010141,,,,,PFC C-1418,2020,Cypress Semiconductor,0.012,559-40-0
c-C5F8,1010208,,,,,PFC C-1418,2020,Texas Instruments Incorporated - Maine Fab,0.0034,559-40-0
c-C5F8,1010254,,,,,PFC C-1418,2020,"Qorvo US, Inc.",0.0004,559-40-0
c-C5F8,1011813,,,,,PFC C-1418,2020,Qorvo Texas LLC,0.0006,559-40-0
c-C5F8,1012448,,,,,PFC C-1418,2020,Wolfspeed RTP,0.0033,559-40-0
c-C5F8,1012992,,,,,PFC C-1418,2020,Aptina LLC,0.0004,559-40-0
CF2=CFCF=CF2,1000354,,,,,"Perfluorobuta-1,3-diene",2020,SKYWATER TECHNOLOGY INC,0.0005,685-63-2
CF2=CFCF=CF2,1003997,,,,,"Perfluorobuta-1,3-diene",2020,INTEL CORPORATION - RIO RANCHO FACILITY,0.006,685-63-2
CF2=CFCF=CF2,1004006,,,,,"Perfluorobuta-1,3-diene",2020,INTEL CORPORATION RONLER ACRES CAMPUS,0.08,685-63-2
CF2=CFCF=CF2,1004300,,,,,"Perfluorobuta-1,3-diene",2020,Onsemi East Fishkill Facility,0.0017,685-63-2
CF2=CFCF=CF2,1004371,,,,,"Perfluorobuta-1,3-diene",2020,INTEL CORPORATION - Ocotillo Campus,0.13,685-63-2
CF2=CFCF=CF2,1009556,,,,,"Perfluorobuta-1,3-diene",2020,Texas Instruments- Lehi Fab,0.083,685-63-2
CF2=CFCF=CF2,1009805,,,,,"Perfluorobuta-1,3-diene",2020,"Micron Technology, Inc.",0.2664,685-63-2
CF2=CFCF=CF2,1009872,,,,,"Perfluorobuta-1,3-diene",2020,Samsung Austin Semiconductor,0.1766,685-63-2
CF2=CFCF=CF2,1010066,,,,,"Perfluorobuta-1,3-diene",2020,NXP Semiconductors - EB site,0.0139,685-63-2
CF2=CFCF=CF2,1010139,,,,,"Perfluorobuta-1,3-diene",2020,Newport Fab LLC (dba TowerJazz),0.024,685-63-2
CF2=CFCF=CF2,1010141,,,,,"Perfluorobuta-1,3-diene",2020,Cypress Semiconductor,0.034,685-63-2
CF2=CFCF=CF2,1010586,,,,,"Perfluorobuta-1,3-diene",2020,GLOBALFOUNDRIES U.S. Inc. Fab 8,0.003,685-63-2
CF3OCF(CF3)CF2OCF2OCF3,1003726,,,,,PFPMIE (HT-70),2020,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,0.189,69991-67-9 (b)
CF3OCF(CF3)CF2OCF2OCF3,1003945,,,,,PFPMIE (HT-70),2020,TEXAS INSTRUMENTS NORTH CAMPUS,0.2531,69991-67-9 (b)
CF3OCF(CF3)CF2OCF2OCF3,1004883,,,,,PFPMIE (HT-70),2020,MICROCHIP TECHNOLOGY INC,0.329,69991-67-9 (b)
CF3OCF(CF3)CF2OCF2OCF3,1007527,,,,,PFPMIE (HT-70),2020,ON Semiconductor,0.0126,69991-67-9 (b)
CF3OCF(CF3)CF2OCF2OCF3,1009792,,,,,PFPMIE (HT-70),2020,Microchip Technology,0.0562,69991-67-9 (b)
CF4,1000354,,,,,PFC-14 (Perfluoromethane),2020,SKYWATER TECHNOLOGY INC,2.0154,75-73-0
CF4,1003726,,,,,PFC-14 (Perfluoromethane),2020,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,6.2849,75-73-0
CF4,1003759,,,,,PFC-14 (Perfluoromethane),2020,"Analog Devices, Inc./ Wilmington Manufacturing",0.524,75-73-0
CF4,1003945,,,,,PFC-14 (Perfluoromethane),2020,TEXAS INSTRUMENTS NORTH CAMPUS,20.6464,75-73-0
CF4,1003997,,,,,PFC-14 (Perfluoromethane),2020,INTEL CORPORATION - RIO RANCHO FACILITY,1.7323,75-73-0
CF4,1004006,,,,,PFC-14 (Perfluoromethane),2020,INTEL CORPORATION RONLER ACRES CAMPUS,12.424,75-73-0
CF4,1004300,,,,,PFC-14 (Perfluoromethane),2020,Onsemi East Fishkill Facility,4.13,75-73-0
CF4,1004325,,,,,PFC-14 (Perfluoromethane),2020,"MICRON TECHNOLOGY, INC.",0.0019,75-73-0
CF4,1004371,,,,,PFC-14 (Perfluoromethane),2020,INTEL CORPORATION - Ocotillo Campus,21.853,75-73-0
CF4,1004412,,,,,PFC-14 (Perfluoromethane),2020,GE GLOBAL RESEARCH CENTER,0.0102,75-73-0
CF4,1004746,,,,,PFC-14 (Perfluoromethane),2020,ANALOG DEVICES,0.3641,75-73-0
CF4,1004883,,,,,PFC-14 (Perfluoromethane),2020,MICROCHIP TECHNOLOGY INC,5.612,75-73-0
CF4,1005759,,,,,PFC-14 (Perfluoromethane),2020,"Wolfspeed, Inc",4.4402,75-73-0
CF4,1007527,,,,,PFC-14 (Perfluoromethane),2020,ON Semiconductor,3.771,75-73-0
CF4,1008059,,,,,PFC-14 (Perfluoromethane),2020,Texas Instruments Richardson,10.789,75-73-0
CF4,1008262,,,,,PFC-14 (Perfluoromethane),2020,"Jireh Semiconductor, Inc.",3.341,75-73-0
CF4,1008734,,,,,PFC-14 (Perfluoromethane),2020,Avago Technologies,1.2581,75-73-0
CF4,1008768,,,,,PFC-14 (Perfluoromethane),2020,Microchip Technology Inc.,1.7718,75-73-0
CF4,1008930,,,,,PFC-14 (Perfluoromethane),2020,LA Semiconductor,0.9644,75-73-0
CF4,1009361,,,,,PFC-14 (Perfluoromethane),2020,WaferTech LLC,2.9468,75-73-0
CF4,1009556,,,,,PFC-14 (Perfluoromethane),2020,Texas Instruments- Lehi Fab,10.9569,75-73-0
CF4,1009580,,,,,PFC-14 (Perfluoromethane),2020,Fairchild Semiconductor,0.51,75-73-0
CF4,1009581,,,,,PFC-14 (Perfluoromethane),2020,Diodes US Manufacturing Incorporated,0.7347,75-73-0
CF4,1009606,,,,,PFC-14 (Perfluoromethane),2020,INTEL CORPORATION ALOHA CAMPUS,0.642,75-73-0
CF4,1009735,,,,,PFC-14 (Perfluoromethane),2020,"Skyworks Solutions, Inc.",0.367,75-73-0
CF4,1009738,,,,,PFC-14 (Perfluoromethane),2020,X-FAB Texas Inc.,1.3767,75-73-0
CF4,1009792,,,,,PFC-14 (Perfluoromethane),2020,Microchip Technology,3.5878,75-73-0
CF4,1009805,,,,,PFC-14 (Perfluoromethane),2020,"Micron Technology, Inc.",10.9101,75-73-0
CF4,1009807,,,,,PFC-14 (Perfluoromethane),2020,Polar Semiconductor LLC,1.6228,75-73-0
CF4,1009872,,,,,PFC-14 (Perfluoromethane),2020,Samsung Austin Semiconductor,39.348,75-73-0
CF4,1009928,,,,,PFC-14 (Perfluoromethane),2020,Robert Bosch Semiconductor LLC,0.1423,75-73-0
CF4,1009951,,,,,PFC-14 (Perfluoromethane),2020,Infineon Technologies Americas Corp,0.3141,75-73-0
CF4,1009982,,,,,PFC-14 (Perfluoromethane),2020,Analog Devices Inc,1.507,75-73-0
CF4,1010005,,,,,PFC-14 (Perfluoromethane),2020,Tower Semiconductor,1.3197,75-73-0
CF4,1010033,,,,,PFC-14 (Perfluoromethane),2020,QORVO,0.1644,75-73-0
CF4,1010066,,,,,PFC-14 (Perfluoromethane),2020,NXP Semiconductors - EB site,2.3111,75-73-0
CF4,1010067,,,,,PFC-14 (Perfluoromethane),2020,NXP Semiconductors - OH site,4.2278,75-73-0
CF4,1010083,,,,,PFC-14 (Perfluoromethane),2020,NXP Semiconductors Chandler Site,3.669,75-73-0
CF4,1010134,,,,,PFC-14 (Perfluoromethane),2020,Texas Instruments - Sherman,3.006,75-73-0
CF4,1010139,,,,,PFC-14 (Perfluoromethane),2020,Newport Fab LLC (dba TowerJazz),1.6375,75-73-0
CF4,1010141,,,,,PFC-14 (Perfluoromethane),2020,Cypress Semiconductor,4.103,75-73-0
CF4,1010208,,,,,PFC-14 (Perfluoromethane),2020,Texas Instruments Incorporated - Maine Fab,5.3739,75-73-0
CF4,1010241,,,,,PFC-14 (Perfluoromethane),2020,Honeywell Aerospace - Plymouth,0.08,75-73-0
CF4,1010254,,,,,PFC-14 (Perfluoromethane),2020,"Qorvo US, Inc.",1.4268,75-73-0
CF4,1010586,,,,,PFC-14 (Perfluoromethane),2020,GLOBALFOUNDRIES U.S. Inc. Fab 8,13.3366,75-73-0
CF4,1011813,,,,,PFC-14 (Perfluoromethane),2020,Qorvo Texas LLC,1.2561,75-73-0
CF4,1012448,,,,,PFC-14 (Perfluoromethane),2020,Wolfspeed RTP,2.2909,75-73-0
CF4,1012992,,,,,PFC-14 (Perfluoromethane),2020,Aptina LLC,0.0447,75-73-0
CH2F2,1003726,,,,,HFC-32,2020,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,0.0024,75-10-5
CH2F2,1003945,,,,,HFC-32,2020,TEXAS INSTRUMENTS NORTH CAMPUS,0.0214,75-10-5
CH2F2,1003997,,,,,HFC-32,2020,INTEL CORPORATION - RIO RANCHO FACILITY,0.007,75-10-5
