FACILITY_ID,MSHA_IDENTIFICATION_NUMBER,REPORTING_YEAR,FACILITY_NAME,GHG_QUANTITY,GHG_NAME
1007168,1519535,2020,GENESIS MINE,1367.69,METHANE
1007174,46-05252,2020,"ICG BECKLEY, LLC",0.0,CARBON DIOXIDE
1007174,46-05252,2020,"ICG BECKLEY, LLC",43184.49,METHANE
1007472,M36114890,2020,LEER SOUTH MINING COMPLEX,0.0,CARBON DIOXIDE
1007472,M36114890,2020,LEER SOUTH MINING COMPLEX,17883.58,METHANE
1007528,15-18575,2020,"MATRIX ENERGY, LLC",0.0,CARBON DIOXIDE
1007528,15-18575,2020,"MATRIX ENERGY, LLC",424.66,METHANE
1008387,4404856,2020,BUCHANAN MINE #1,0.0,CARBON DIOXIDE
1008387,4404856,2020,BUCHANAN MINE #1,66363.59,METHANE
1008388,11-02664,2020,VIPER MINE,0.0,CARBON DIOXIDE
1008388,11-02664,2020,VIPER MINE,2544.47,METHANE
1008757,3607416,2020,ENLOW FORK MINE,0.0,CARBON DIOXIDE
1008757,3607416,2020,ENLOW FORK MINE,86595.41,METHANE
1008760,4601433,2020,MARION COUNTY MINE,0.0,CARBON DIOXIDE
1008760,4601433,2020,MARION COUNTY MINE,52639.45,METHANE
1008761,4601437,2020,MARSHALL COUNTY MINE,0.0,CARBON DIOXIDE
1008761,4601437,2020,MARSHALL COUNTY MINE,74513.94,METHANE
1008764,4601318,2020,HARRISON COUNTY MINE,0.0,CARBON DIOXIDE
1008764,4601318,2020,HARRISON COUNTY MINE,27942.12,METHANE
1008766,4601436,2020,OHIO COUNTY MINE,0.0,CARBON DIOXIDE
1008766,4601436,2020,OHIO COUNTY MINE,30939.02,METHANE
1009342,2902170,2020,SAN JUAN MINE,0.0,CARBON DIOXIDE
1009342,2902170,2020,SAN JUAN MINE,10806.73,METHANE
1009600,01-02901,2020,SHOAL CREEK MINE,0.0,CARBON DIOXIDE
1009600,01-02901,2020,SHOAL CREEK MINE,19744.91,METHANE
1009758,44-06804,2020,TILLER NO.1 DEEP MINE,0.0,CARBON DIOXIDE
1009758,44-06804,2020,TILLER NO.1 DEEP MINE,162.07,METHANE
1009760,46-06263,2020,WYOMING 2 MINE,0.0,CARBON DIOXIDE
1009760,46-06263,2020,WYOMING 2 MINE,497.04,METHANE
1009821,44-07223,2020,DEEP MINE 41,0.0,CARBON DIOXIDE
1009821,44-07223,2020,DEEP MINE 41,42043.56,METHANE
1009828,4608864,2020,"TUNNEL RIDGE, LLC",0.0,CARBON DIOXIDE
1009828,4608864,2020,"TUNNEL RIDGE, LLC",30668.48,METHANE
1009850,42-01890,2020,DUGOUT CANYON MINE,0.0,CARBON DIOXIDE
1009850,42-01890,2020,DUGOUT CANYON MINE,1392.47,METHANE
1009877,3605466,2020,"IRON EMERALD, LLC",0.0,CARBON DIOXIDE
1009877,3605466,2020,"IRON EMERALD, LLC",5282.01,METHANE
1009887,3605018,2020,"IRON CUMBERLAND, LLC",0.0,CARBON DIOXIDE
1009887,3605018,2020,"IRON CUMBERLAND, LLC",64273.89,METHANE
1009895,46-09029,2020,MINGO LOGAN COAL LLC,0.0,CARBON DIOXIDE
1009895,46-09029,2020,MINGO LOGAN COAL LLC,9621.57,METHANE
1009920,46-08801,2020,ALMA NO. 1 MINE,0.0,CARBON DIOXIDE
1009920,46-08801,2020,ALMA NO. 1 MINE,3476.7,METHANE
1009948,12-02215 & 12-02388,2020,"GIBSON COUNTY COAL, LLC",0.0,CARBON DIOXIDE
1009948,12-02215 & 12-02388,2020,"GIBSON COUNTY COAL, LLC",28892.72,METHANE
1010040,"15-18565, 15-18662",2020,15-18565/15-18662,0.0,CARBON DIOXIDE
1010040,"15-18565, 15-18662",2020,15-18565/15-18662,5763.9,METHANE
1010048,46-08808,2020,RUBY ENERGY,0.0,CARBON DIOXIDE
1010048,46-08808,2020,RUBY ENERGY,8061.0,METHANE
1010056,15-02132,2020,"WEBSTER COUNTY COAL, LLC",0.0,CARBON DIOXIDE
1010056,15-02132,2020,"WEBSTER COUNTY COAL, LLC",0.0,METHANE
1010057,15-17216,2020,"WARRIOR COAL, LLC",0.0,CARBON DIOXIDE
1010057,15-17216,2020,"WARRIOR COAL, LLC",8721.07,METHANE
1010106,3301070,2020,CENTURY MINE,0.0,CARBON DIOXIDE
1010106,3301070,2020,CENTURY MINE,7685.44,METHANE
1010111,36-09287,2020,LOWRY MINE,0.0,CARBON DIOXIDE
1010111,36-09287,2020,LOWRY MINE,3911.6,METHANE
1010124,46-01544,2020,ROAD FORK NO. 51 MINE,0.0,CARBON DIOXIDE
1010124,46-01544,2020,ROAD FORK NO. 51 MINE,2443.13,METHANE
1010125,4609261,2020,CLEVELAND-CLIFFS PRINCETON COAL,0.0,CARBON DIOXIDE
1010125,4609261,2020,CLEVELAND-CLIFFS PRINCETON COAL,1206.57,METHANE
1010193,4609258,2020,PEERLESS,0.0,CARBON DIOXIDE
1010193,4609258,2020,PEERLESS,1119.77,METHANE
1010198,11-03141,2020,POND CREEK NO. 1 MINE,0.0,CARBON DIOXIDE
1010198,11-03141,2020,POND CREEK NO. 1 MINE,8188.1,METHANE
1010263,11-03189,2020,"SUGAR CAMP ENERGY, LLC",0.0,CARBON DIOXIDE
1010263,11-03189,2020,"SUGAR CAMP ENERGY, LLC",26542.69,METHANE
1010310,05-03672,2020,WEST ELK MINE,12499.66,METHANE
1010310,05-03672,2020,WEST ELK MINE,4780.5,CARBON DIOXIDE
1010323,4505437,2020,AMERICAN EAGLE,0.0,CARBON DIOXIDE
1010323,4505437,2020,AMERICAN EAGLE,10683.11,METHANE
1010328,101401,2020,"WARRIOR MET COAL, LLC",5.7,CARBON DIOXIDE
1010328,101401,2020,"WARRIOR MET COAL, LLC",87736.79,METHANE
1010341,4608759,2020,EAGLE,0.0,CARBON DIOXIDE
1010341,4608759,2020,EAGLE,1469.11,METHANE
1010362,11-00726,2020,SHAY #1 MINE,0.0,CARBON DIOXIDE
1010362,11-00726,2020,SHAY #1 MINE,1156.69,METHANE
1010656,4609319,2020,LOWER WAR EAGLE DEEP MINE,0.0,CARBON DIOXIDE
1010656,4609319,2020,LOWER WAR EAGLE DEEP MINE,6492.83,METHANE
1010871,46-09192,2020,LEER MINE,0.0,CARBON DIOXIDE
1010871,46-09192,2020,LEER MINE,14281.43,METHANE
1011220,1103147,2020,PRAIRIE EAGLE MINE,0.0,CARBON DIOXIDE
1011220,1103147,2020,PRAIRIE EAGLE MINE,1876.83,METHANE
1011237,11-03203,2020,WHITE OAK RESOURCES MINE NO. 1/HAMILTON COUNTY COAL,0.0,CARBON DIOXIDE
1011237,11-03203,2020,WHITE OAK RESOURCES MINE NO. 1/HAMILTON COUNTY COAL,19432.29,METHANE
1011240,M85951826,2020,OAKTOWN FUELS MINE NO. 2,0.0,CARBON DIOXIDE
1011240,M85951826,2020,OAKTOWN FUELS MINE NO. 2,17718.75,METHANE
1011471,46-08878,2020,"POCAHONTAS COAL COMPANY, LLC - AFFINITY MINE",3132.0,CARBON DIOXIDE
1011471,46-08878,2020,"POCAHONTAS COAL COMPANY, LLC - AFFINITY MINE",8328.99,METHANE
1011472,46-08194,2020,"CARTER ROAG COAL COMPANY, INC. - PLEASANT HILL MINE",0.0,CARBON DIOXIDE
1011472,46-08194,2020,"CARTER ROAG COAL COMPANY, INC. - PLEASANT HILL MINE",0.0,METHANE
1011503,3610045,2020,HARVEY MINE,0.0,CARBON DIOXIDE
1011503,3610045,2020,HARVEY MINE,65376.66,METHANE
1011516,11-03182,2020,DEER RUN MINE,0.0,CARBON DIOXIDE
1011516,11-03182,2020,DEER RUN MINE,535.25,METHANE
1011739,42-02241,2020,PRIDE MINE,0.0,CARBON DIOXIDE
1011739,42-02241,2020,PRIDE MINE,6472.3,METHANE
1011886,1103235,2020,GATEWAY NORTH MINE,0.0,CARBON DIOXIDE
1011886,1103235,2020,GATEWAY NORTH MINE,1333.83,METHANE
1011909,36-09407,2020,HEILWOOD MINE,0.0,CARBON DIOXIDE
1011909,36-09407,2020,HEILWOOD MINE,9572.2,METHANE
1012109,5.5635239E7,2020,CCU COAL AND CONSTRUCTION LLC,0.0,CARBON DIOXIDE
1012109,5.5635239E7,2020,CCU COAL AND CONSTRUCTION LLC,1327.9,METHANE
1013016,46-08656,2020,CARTER ROAG COAL COMPANY - MORGAN CAMP MINE,0.0,CARBON DIOXIDE
1013016,46-08656,2020,CARTER ROAG COAL COMPANY - MORGAN CAMP MINE,0.0,METHANE
1013071,36-09972,2020,CROOKED CREEK MINE,0.0,CARBON DIOXIDE
1013071,36-09972,2020,CROOKED CREEK MINE,2173.4,METHANE
1013481,4608787,2020,JERRY FORK DEEP MINE,0.0,CARBON DIOXIDE
1013481,4608787,2020,JERRY FORK DEEP MINE,935.2,METHANE
1013783,101247,2020,WARRIOR MET COAL MINE #4,23841.32,METHANE
1013783,101247,2020,WARRIOR MET COAL MINE #4,5.7,CARBON DIOXIDE
1013900,4609569,2020,CONSOL ENERGY ITMANN #5,0.0,CARBON DIOXIDE
1013900,4609569,2020,CONSOL ENERGY ITMANN #5,70.94,METHANE
1013967,4609522,2020,ROAD FORK 52,0.0,CARBON DIOXIDE
1013967,4609522,2020,ROAD FORK 52,603.16,METHANE
1013982,4609550,2020,BLACK EAGLE DEEP MINE,0.0,CARBON DIOXIDE
1013982,4609550,2020,BLACK EAGLE DEEP MINE,990.44,METHANE
1013994,46-09575,2020,LYNN BRANCH NO.2 MINE,0.0,CARBON DIOXIDE
1013994,46-09575,2020,LYNN BRANCH NO.2 MINE,20.0,METHANE
1013995,46-09574,2020,DAVY BRANCH MINE,0.0,CARBON DIOXIDE
1013995,46-09574,2020,DAVY BRANCH MINE,0.0,METHANE
1014015,46-09361,2020,CEDAR GROVE #2 MINE,0.0,CARBON DIOXIDE
1014015,46-09361,2020,CEDAR GROVE #2 MINE,768.78,METHANE
